state,year,line,outcome_category,count,source_type,is_partial_year,notes
OR,2004,all_lines,,4495,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
OR,2005,all_lines,,3488,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
OR,2006,all_lines,,3752,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
OR,2007,all_lines,,3861,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
OR,2008,all_lines,,3811,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
OR,2009,all_lines,,3777,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
OR,2010,all_lines,,3565,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
OR,2011,all_lines,,3400,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
OR,2012,all_lines,,3208,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
OR,2013,all_lines,,2879,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
OR,2014,all_lines,,3522,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
OR,2015,all_lines,,3653,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
OR,2016,all_lines,,3963,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
OR,2017,all_lines,,3843,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
OR,2018,all_lines,,3883,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
OR,2019,all_lines,,3910,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
OR,2020,all_lines,,3036,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
OR,2021,all_lines,,3005,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
OR,2022,all_lines,,3477,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
PA,1998,all_lines,,17005,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
PA,1999,all_lines,,16397,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
PA,2000,all_lines,,17307,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
PA,2001,all_lines,,18946,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
PA,2002,all_lines,,23862,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
PA,2004,all_lines,,21637,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
PA,2005,all_lines,,18325,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
PA,2006,all_lines,,18010,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
PA,2007,all_lines,,16045,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
PA,2008,all_lines,,17402,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
PA,2009,all_lines,,17192,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
PA,2010,all_lines,,16672,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
PA,2011,all_lines,,14651,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
PA,2012,all_lines,,14105,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
PA,2013,all_lines,,14119,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
PA,2014,all_lines,,12438,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
PA,2015,all_lines,,12329,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
PA,2016,all_lines,,12654,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
PA,2017,all_lines,,10821,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
PA,2018,all_lines,,9365,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
PA,2019,all_lines,,8642,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
PA,2020,all_lines,,7699,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
PA,2021,all_lines,,8986,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
PA,2022,all_lines,,10616,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
RI,1998,all_lines,,839,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
RI,1999,all_lines,,823,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
RI,2000,all_lines,,830,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
RI,2001,all_lines,,753,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
RI,2002,all_lines,,0,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
RI,2004,all_lines,,705,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
RI,2005,all_lines,,783,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
RI,2006,all_lines,,703,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
RI,2007,all_lines,,556,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
RI,2008,all_lines,,569,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
RI,2009,all_lines,,570,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
RI,2010,all_lines,,534,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
RI,2011,all_lines,,476,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
RI,2012,all_lines,,396,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
RI,2013,all_lines,,369,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
RI,2014,all_lines,,345,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
RI,2015,all_lines,,330,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
RI,2016,all_lines,,411,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
RI,2017,all_lines,,346,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
RI,2018,all_lines,,338,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
RI,2019,all_lines,,383,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
RI,2020,all_lines,,427,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
RI,2021,all_lines,,260,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
RI,2022,all_lines,,341,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
SC,1998,all_lines,,4189,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
SC,1999,all_lines,,5865,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
SC,2000,all_lines,,4495,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
SC,2001,all_lines,,4120,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
SC,2002,all_lines,,3723,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
SC,2004,all_lines,,3124,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
SC,2005,all_lines,,2462,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
SC,2006,all_lines,,2436,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
SC,2007,all_lines,,2663,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
SC,2008,all_lines,,2700,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
SC,2009,all_lines,,2741,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
SC,2010,all_lines,,2677,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
SC,2011,all_lines,,2650,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
SC,2012,all_lines,,2341,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
SC,2013,all_lines,,2676,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
SC,2014,all_lines,,3305,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
SC,2015,all_lines,,3471,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
SC,2016,all_lines,,3518,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
SC,2017,all_lines,,3496,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
SC,2018,all_lines,,3378,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
SC,2019,all_lines,,3405,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
SC,2020,all_lines,,2603,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
SC,2021,all_lines,,2792,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
SC,2022,all_lines,,4187,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
SD,1998,all_lines,,1181,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
SD,1999,all_lines,,1284,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
SD,2000,all_lines,,1491,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
SD,2001,all_lines,,1698,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
SD,2002,all_lines,,1632,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
SD,2004,all_lines,,1186,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
SD,2005,all_lines,,1077,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
SD,2006,all_lines,,1019,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
SD,2007,all_lines,,931,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
SD,2008,all_lines,,900,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
SD,2009,all_lines,,851,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
SD,2010,all_lines,,831,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
SD,2011,all_lines,,730,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
SD,2012,all_lines,,654,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
SD,2013,all_lines,,784,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
SD,2014,all_lines,,720,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
SD,2015,all_lines,,624,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
SD,2016,all_lines,,641,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
SD,2017,all_lines,,530,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
SD,2018,all_lines,,565,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
SD,2019,all_lines,,540,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
SD,2020,all_lines,,413,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
SD,2021,all_lines,,448,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
SD,2022,all_lines,,458,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
TN,1998,all_lines,,4209,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
TN,1999,all_lines,,4122,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
TN,2000,all_lines,,4058,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
TN,2001,all_lines,,3904,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
TN,2002,all_lines,,2864,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
TN,2004,all_lines,,549,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
TN,2005,all_lines,,3467,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
TN,2006,all_lines,,2945,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
TN,2007,all_lines,,3325,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
TN,2008,all_lines,,3076,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
TN,2009,all_lines,,3577,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
TN,2010,all_lines,,2973,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
TN,2011,all_lines,,4234,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
TN,2012,all_lines,,4139,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
TN,2013,all_lines,,3376,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
TN,2014,all_lines,,3187,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
TN,2015,all_lines,,2699,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
TN,2016,all_lines,,3985,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
TN,2017,all_lines,,4420,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
TN,2018,all_lines,,3487,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
TN,2019,all_lines,,3568,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
TN,2020,all_lines,,2347,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
TN,2021,all_lines,,2845,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
TN,2022,all_lines,,3239,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
TX,1998,all_lines,,31006,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
TX,1999,all_lines,,35067,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
TX,2000,all_lines,,34746,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
TX,2001,all_lines,,45091,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
TX,2002,all_lines,,51049,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
TX,2004,all_lines,,30866,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
TX,2005,all_lines,,27773,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
TX,2006,all_lines,,27720,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
TX,2007,all_lines,,26789,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
TX,2008,all_lines,,29343,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
TX,2009,all_lines,,30967,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
TX,2010,all_lines,,26136,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
TX,2011,all_lines,,24885,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
TX,2012,all_lines,,25944,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
TX,2013,all_lines,,24006,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
TX,2014,all_lines,,27022,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
TX,2015,all_lines,,26461,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
TX,2016,all_lines,,26122,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
TX,2017,all_lines,,24566,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
TX,2018,all_lines,,27735,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
TX,2019,all_lines,,19625,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
TX,2020,all_lines,,12453,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
TX,2021,all_lines,,16080,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
TX,2022,all_lines,,15564,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
UT,1998,all_lines,,1064,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
UT,1999,all_lines,,1156,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
UT,2000,all_lines,,932,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
UT,2001,all_lines,,1064,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
UT,2002,all_lines,,1938,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
UT,2004,all_lines,,674,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
UT,2005,all_lines,,648,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
UT,2006,all_lines,,720,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
UT,2007,all_lines,,999,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
UT,2008,all_lines,,1042,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
UT,2009,all_lines,,1397,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
UT,2010,all_lines,,1207,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
UT,2011,all_lines,,628,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
UT,2012,all_lines,,1178,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
UT,2013,all_lines,,886,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
UT,2014,all_lines,,688,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
UT,2015,all_lines,,896,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
UT,2016,all_lines,,883,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
UT,2017,all_lines,,1246,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
UT,2018,all_lines,,1508,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
UT,2019,all_lines,,1188,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
UT,2020,all_lines,,1204,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
UT,2021,all_lines,,1168,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
UT,2022,all_lines,,1311,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
VA,1998,all_lines,,7994,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
VA,1999,all_lines,,8470,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
VA,2000,all_lines,,8047,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
VA,2001,all_lines,,8172,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
VA,2002,all_lines,,7639,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
VA,2004,all_lines,,5896,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
VA,2005,all_lines,,4964,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
VA,2006,all_lines,,4481,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
VA,2007,all_lines,,4142,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
VA,2008,all_lines,,4269,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
VA,2009,all_lines,,3620,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
VA,2010,all_lines,,3764,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
VA,2011,all_lines,,3568,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
VA,2012,all_lines,,3562,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
VA,2013,all_lines,,3630,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
VA,2014,all_lines,,4033,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
VA,2015,all_lines,,3913,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
VA,2016,all_lines,,4174,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
VA,2017,all_lines,,4002,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
VA,2018,all_lines,,4241,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
VA,2019,all_lines,,4809,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
VA,2020,all_lines,,3528,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
VA,2021,all_lines,,3155,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
VA,2022,all_lines,,3795,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
VT,1998,all_lines,,910,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
VT,1999,all_lines,,876,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
VT,2000,all_lines,,834,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
VT,2001,all_lines,,841,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
VT,2002,all_lines,,1245,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
VT,2004,all_lines,,779,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
VT,2005,all_lines,,703,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
VT,2006,all_lines,,648,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
VT,2007,all_lines,,637,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
VT,2008,all_lines,,646,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
VT,2009,all_lines,,595,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
VT,2010,all_lines,,316,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
VT,2011,all_lines,,577,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
VT,2012,all_lines,,469,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
VT,2013,all_lines,,448,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
VT,2014,all_lines,,460,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
VT,2015,all_lines,,434,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
VT,2016,all_lines,,444,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
VT,2017,all_lines,,489,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
VT,2018,all_lines,,428,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
VT,2019,all_lines,,375,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
VT,2020,all_lines,,290,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
VT,2021,all_lines,,299,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
VT,2022,all_lines,,353,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
WA,1998,all_lines,,7361,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
WA,1999,all_lines,,8298,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
WA,2000,all_lines,,7956,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
WA,2001,all_lines,,7051,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
WA,2002,all_lines,,7630,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
WA,2004,all_lines,,5874,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
WA,2005,all_lines,,5469,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
WA,2006,all_lines,,5831,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
WA,2007,all_lines,,5623,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
WA,2008,all_lines,,5777,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
WA,2009,all_lines,,6202,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
WA,2010,all_lines,,5906,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
WA,2011,all_lines,,5486,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
WA,2012,all_lines,,5459,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
WA,2013,all_lines,,5040,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
WA,2014,all_lines,,6135,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
WA,2015,all_lines,,6130,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
WA,2016,all_lines,,7915,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
WA,2017,all_lines,,7705,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
WA,2018,all_lines,,6779,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
WA,2019,all_lines,,5697,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
WA,2020,all_lines,,6678,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
WA,2021,all_lines,,7661,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
WA,2022,all_lines,,8603,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
WI,1998,all_lines,,8834,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
WI,1999,all_lines,,9559,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
WI,2000,all_lines,,9295,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
WI,2001,all_lines,,9265,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
WI,2002,all_lines,,9164,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
WI,2004,all_lines,,7938,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
WI,2005,all_lines,,8186,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
WI,2006,all_lines,,8094,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
WI,2007,all_lines,,8195,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
WI,2008,all_lines,,8811,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
WI,2009,all_lines,,8398,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
