state,year,line,company_id,company_name_raw,complaints,written_premium,complaint_ratio_per_million
MI,2024,life,0001206,"GUARDIAN LIFE INSURANCE COMPANY OF AMERICA, THE",1,78117049,0.01
MI,2024,life,0001460,HARTFORD LIFE AND ACCIDENT INSURANCE COMPANY,4,48107258,0.08
MI,2024,life,0001042,"INDEPENDENT ORDER OF FORESTERS, THE",5,18232894,0.27
MI,2024,life,0001235,JACKSON NATIONAL LIFE INSURANCE COMPANY,8,22457290,0.36
MI,2024,life,0001268,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),2,178948785,0.01
MI,2024,life,0001240,KANSAS CITY LIFE INSURANCE COMPANY,1,6526847,0.15
MI,2024,life,0001244,"LAFAYETTE LIFE INSURANCE COMPANY, THE",1,10393968,0.1
MI,2024,life,0001252,LIFE INSURANCE COMPANY OF NORTH AMERICA,1,44247240,0.02
MI,2024,life,0001257,LINCOLN BENEFIT LIFE COMPANY,3,39769151,0.08
MI,2024,life,0001260,"LINCOLN NATIONAL LIFE INSURANCE COMPANY, THE",8,289806554,0.03
MI,2024,life,0001275,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,1,138544591,0.01
MI,2024,life,0001278,METROPOLITAN LIFE INSURANCE COMPANY,28,606839639,0.05
MI,2024,life,0001729,METROPOLITAN TOWER LIFE INSURANCE COMPANY,3,20943945,0.14
MI,2024,life,0001281,MIDLAND NATIONAL LIFE INSURANCE COMPANY,1,26349679,0.04
MI,2024,life,0001306,NATIONAL LIFE INSURANCE COMPANY,1,6126541,0.16
MI,2024,life,0001316,NEW YORK LIFE INSURANCE COMPANY,4,119315724,0.03
MI,2024,life,0001317,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INSURANCE,5,33092878,0.15
MI,2024,life,0001323,"NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY, THE",1,374854039,0.0
MI,2024,life,0001326,OCCIDENTAL LIFE INSURANCE COMPANY OF NORTH CAROLINA,2,11655600,0.17
MI,2024,life,0001330,OLD AMERICAN INSURANCE COMPANY,1,2492469,0.4
MI,2024,life,0001340,PAN-AMERICAN LIFE INSURANCE COMPANY,1,8635650,0.12
MI,2024,life,0001488,PHYSICIANS LIFE INSURANCE COMPANY,2,12325536,0.16
MI,2024,life,0001273,PRIMERICA LIFE INSURANCE COMPANY,1,70461454,0.01
MI,2024,life,0001365,PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY,1,4712992,0.21
MI,2024,life,0001539,PRUCO LIFE INSURANCE COMPANY,1,156838867,0.01
MI,2024,life,0001368,"PRUDENTIAL INSURANCE COMPANY OF AMERICA, THE",11,77925404,0.14
MI,2024,life,0001377,RELIANCE STANDARD LIFE INSURANCE COMPANY,2,26759513,0.07
MI,2024,life,0001324,RELIASTAR LIFE INSURANCE COMPANY,3,38467964,0.08
MI,2024,life,0001033,ROYAL NEIGHBORS OF AMERICA,8,7470135,1.07
MI,2024,life,0015260,"S.USA LIFE INSURANCE COMPANY, INC.",1,5680073,0.18
MI,2024,life,0001386,SECURITY LIFE OF DENVER INSURANCE COMPANY,1,10161322,0.1
MI,2024,life,0088640,SENIOR LIFE INSURANCE COMPANY,4,3152905,1.27
MI,2024,life,0001401,STATE FARM LIFE INSURANCE COMPANY,4,153356679,0.03
MI,2024,life,0001560,SUN LIFE ASSURANCE COMPANY OF CANADA,1,43637277,0.02
MI,2024,life,0019343,TIAA-CREF LIFE INSURANCE COMPANY,2,5511878,0.36
MI,2024,life,0001613,TRANSAMERICA LIFE INSURANCE COMPANY,16,75364005,0.21
MI,2024,life,0001104,TRUSTMARK INSURANCE COMPANY,1,8062031,0.12
MI,2024,life,0001594,U.S. FINANCIAL LIFE INSURANCE COMPANY,3,3313919,0.91
MI,2024,life,0001429,UNITED INSURANCE COMPANY OF AMERICA,3,7145168,0.42
MI,2024,life,0001425,UNITED OF OMAHA LIFE INSURANCE COMPANY,9,132651902,0.07
MI,2024,life,0001134,UNUM LIFE INSURANCE COMPANY OF AMERICA,4,77239960,0.05
MI,2024,life,0001446,WEST COAST LIFE INSURANCE COMPANY,1,15333200,0.07
MI,2024,life,0001676,WESTERN-SOUTHERN LIFE ASSURANCE COMPANY,1,9627766,0.1
MI,2024,life,0001144,WILCAC LIFE INSURANCE COMPANY,5,2494603,2.0
