state,year,line,company_name_raw,premium_written,total_complaints,confirmed_complaints,complaint_index,source_pdf
OR,2020,health,WESTERN AND SOUTHERN LIFE INSURANCE COMPANY (THE),5888,0,0,0.0,health_2020.pdf
OR,2020,health,WESTERN UNITED LIFE ASSURANCE COMPANY,11162,0,0,0.0,health_2020.pdf
OR,2020,health,WESTPORT INSURANCE CORPORATION,34223,0,0,0.0,health_2020.pdf
OR,2020,health,WILCAC LIFE INSURANCE COMPANY,14357,0,0,0.0,health_2020.pdf
OR,2020,health,"WILLAMETTE DENTAL INSURANCE, INC.",78892859,0,0,0.0,health_2020.pdf
OR,2020,health,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,3326,0,0,0.0,health_2020.pdf
OR,2020,health,ZURICH AMERICAN INSURANCE COMPANY,642057,0,0,0.0,health_2020.pdf
OR,2020,health,ZURICH AMERICAN LIFE INSURANCE COMPANY,170055,0,0,0.0,health_2020.pdf
OR,2020,homeowners,"ACUITY, A MUTUAL INSURANCE COMPANY",583,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AEGIS SECURITY INSURANCE COMPANY,102576,1,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AFFILIATED FM INSURANCE COMPANY,5183,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AIG PROPERTY CASUALTY COMPANY,1945476,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ALLSTATE INDEMNITY COMPANY,12258907,5,1,2.96,homeowners_2020.pdf
OR,2020,homeowners,ALLSTATE INSURANCE COMPANY,11589815,3,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ALLSTATE PROPERTY AND CASUALTY INSURANCE COMPANY,10585452,2,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ALLSTATE VEHICLE AND PROPERTY INSURANCE COMPANY,31624404,8,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ALPHA PROPERTY & CASUALTY INSURANCE COMPANY,117060,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMCO INSURANCE COMPANY,1475661,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,8230929,15,5,22.06,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN COMMERCE INSURANCE COMPANY,3061035,2,1,11.87,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN FAMILY CONNECT PROPERTY AND CASUALTY INSURANCE COMPANY,6796828,3,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN FAMILY HOME INSURANCE COMPANY,622451,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN FAMILY INSURANCE COMPANY,5949453,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN FAMILY MUTUAL INSURANCE COMPANY S.I.,19361041,5,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN MODERN HOME INSURANCE COMPANY,956763,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN MODERN PROPERTY AND CASUALTY INSURANCE COMPANY,15300,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN MODERN SELECT INSURANCE COMPANY,4723013,4,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN NATIONAL GENERAL INSURANCE COMPANY,3853,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN NATIONAL PROPERTY AND CASUALTY COMPANY,3529364,2,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN RELIABLE INSURANCE COMPANY,1354126,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN SECURITY INSURANCE COMPANY,13285,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMERICAN STRATEGIC INSURANCE CORP.,16444832,8,1,2.21,homeowners_2020.pdf
OR,2020,homeowners,AMGUARD INSURANCE COMPANY,2368,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMICA MUTUAL INSURANCE COMPANY,10352102,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AMSHIELD INSURANCE COMPANY,252377,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ARMED FORCES INSURANCE EXCHANGE,218689,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ASPEN AMERICAN INSURANCE COMPANY,5473,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,AUSTIN MUTUAL INSURANCE COMPANY,335173,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,"AUTOMOBILE INSURANCE COMPANY OF HARTFORD, CONNECTICUT",1014247,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,BANKERS STANDARD INSURANCE COMPANY,2943717,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,CALIFORNIA CASUALTY GENERAL INSURANCE COMPANY OF OREGON,3857619,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,CENTURY-NATIONAL INSURANCE COMPANY,541333,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,CHUBB INDEMNITY INSURANCE COMPANY,361,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,CHUBB NATIONAL INSURANCE COMPANY,1104,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,CINCINNATI INSURANCE COMPANY (THE),2929546,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,COMMERCE WEST INSURANCE COMPANY,2400924,2,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,COUNTRY CASUALTY INSURANCE COMPANY,1679,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,COUNTRY MUTUAL INSURANCE COMPANY,48770129,5,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,COUNTRY PREFERRED INSURANCE COMPANY,123439,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,CRESTBROOK INSURANCE COMPANY,1334571,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,CSAA FIRE & CASUALTY INSURANCE COMPANY,559393,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,CSAA GENERAL INSURANCE COMPANY,4135901,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,DAIRYLAND AMERICAN INSURANCE COMPANY,3329,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,DEPOSITORS INSURANCE COMPANY,2374795,1,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,EAGLE WEST INSURANCE COMPANY,1510197,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ECONOMY FIRE & CASUALTY COMPANY,367,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ECONOMY PREMIER ASSURANCE COMPANY,1156567,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ELECTRIC INSURANCE COMPANY,67711,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ENCOMPASS INDEMNITY COMPANY,784161,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ENCOMPASS INSURANCE COMPANY OF AMERICA,39027,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ENUMCLAW PROPERTY AND CASUALTY INSURANCE COMPANY,5362007,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ESURANCE INSURANCE COMPANY,242559,1,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,ESURANCE PROPERTY AND CASUALTY INSURANCE COMPANY,1226890,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,FARMERS INSURANCE COMPANY OF OREGON,33705182,16,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,FARMERS INSURANCE EXCHANGE,58552470,11,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,FEDERAL INSURANCE COMPANY,4645371,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,FIDELITY AND DEPOSIT COMPANY OF MARYLAND,43297,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,FIRST AMERICAN PROPERTY & CASUALTY INSURANCE COMPANY,2307676,5,1,15.74,homeowners_2020.pdf
OR,2020,homeowners,FIRST LIBERTY INSURANCE CORPORATION (THE),49576,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MICHIGAN",46680360,17,5,3.89,homeowners_2020.pdf
OR,2020,homeowners,FOREMOST PROPERTY AND CASUALTY INSURANCE COMPANY,4760465,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,GARRISON PROPERTY AND CASUALTY INSURANCE COMPANY,9938962,2,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,GRANGE INSURANCE ASSOCIATION,2610451,1,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,GREAT NORTHERN INSURANCE COMPANY,1018486,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,HARTFORD ACCIDENT AND INDEMNITY COMPANY,127974,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,HARTFORD CASUALTY INSURANCE COMPANY,120531,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,HARTFORD FIRE INSURANCE COMPANY,54812,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,HARTFORD INSURANCE COMPANY OF THE MIDWEST,1644580,3,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,HARTFORD UNDERWRITERS INSURANCE COMPANY,276057,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,HOMESITE INSURANCE COMPANY,362,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,HOMESITE INSURANCE COMPANY OF THE MIDWEST,28900446,11,1,1.26,homeowners_2020.pdf
OR,2020,homeowners,HORACE MANN INSURANCE COMPANY,695432,2,1,52.23,homeowners_2020.pdf
OR,2020,homeowners,INTEGON NATIONAL INSURANCE COMPANY,413650,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,LEMONADE INSURANCE COMPANY,2760107,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,LIBERTY INSURANCE CORPORATION,24584054,5,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,LIBERTY MUTUAL FIRE INSURANCE COMPANY,4828115,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,LIBERTY MUTUAL INSURANCE COMPANY,746158,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,LM INSURANCE CORPORATION,2269888,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,MARKEL AMERICAN INSURANCE COMPANY,163453,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,METROPOLITAN DIRECT PROPERTY AND CASUALTY INSURANCE COMPANY,3145219,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,METROPOLITAN PROPERTY AND CASUALTY INSURANCE COMPANY,7544541,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,MIDWEST FAMILY MUTUAL INSURANCE COMPANY,2953,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,MUTUAL OF ENUMCLAW INSURANCE COMPANY,10698234,2,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,NATIONWIDE AFFINITY INSURANCE COMPANY OF AMERICA,2357979,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,NATIONWIDE GENERAL INSURANCE COMPANY,4922912,2,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,NATIONWIDE INSURANCE COMPANY OF AMERICA,3600684,4,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,OREGON MUTUAL INSURANCE COMPANY,9835890,4,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,PACIFIC INDEMNITY COMPANY,4184931,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,PACIFIC SPECIALTY INSURANCE COMPANY,32708,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,PEERLESS INDEMNITY INSURANCE COMPANY,693,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,PEMCO MUTUAL INSURANCE COMPANY,9821512,1,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,PHARMACISTS MUTUAL INSURANCE COMPANY,28062,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,PRAETORIAN INSURANCE COMPANY,377019,1,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,PRIVILEGE UNDERWRITERS RECIPROCAL EXCHANGE,2187654,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,PROGRESSIVE CLASSIC INSURANCE COMPANY,440049,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,PROPERTY AND CASUALTY INSURANCE COMPANY OF HARTFORD,5142232,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,QBE INSURANCE CORPORATION,1327068,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,SAFECO INSURANCE COMPANY OF ILLINOIS,11981959,4,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,SAFECO INSURANCE COMPANY OF OREGON,74802894,20,2,0.97,homeowners_2020.pdf
OR,2020,homeowners,"SENTINEL INSURANCE COMPANY, LTD.",128289,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,SPINNAKER INSURANCE COMPANY,1041739,1,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,STANDARD FIRE INSURANCE COMPANY (THE),690786,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,STANDARD GUARANTY INSURANCE COMPANY,1130,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,STATE FARM FIRE AND CASUALTY COMPANY,202075145,52,4,0.72,homeowners_2020.pdf
OR,2020,homeowners,"STATE NATIONAL INSURANCE COMPANY, INC.",114632,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,STILLWATER PROPERTY AND CASUALTY INSURANCE COMPANY,3142086,3,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,SUBLIMITY INSURANCE COMPANY,7018685,1,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,SUTTER INSURANCE COMPANY,105955,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,TEACHERS INSURANCE COMPANY,830474,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,TOGGLE INSURANCE COMPANY,78865,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,TOPA INSURANCE COMPANY,31684,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,TRAVELERS COMMERCIAL INSURANCE COMPANY,1398396,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,TRAVELERS HOME AND MARINE INSURANCE COMPANY (THE),12913577,6,1,2.81,homeowners_2020.pdf
OR,2020,homeowners,TRAVELERS INDEMNITY COMPANY OF AMERICA,581253,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,TRAVELERS PERSONAL INSURANCE COMPANY,16272875,5,1,2.23,homeowners_2020.pdf
OR,2020,homeowners,TRUMBULL INSURANCE COMPANY,5811523,2,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,TWIN CITY FIRE INSURANCE COMPANY,174274,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,UNITED HERITAGE PROPERTY & CASUALTY COMPANY,5172198,2,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,UNITED SERVICES AUTOMOBILE ASSOCIATION,23405590,1,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,UNITRIN AUTO AND HOME INSURANCE COMPANY,458,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,UNITRIN DIRECT PROPERTY & CASUALTY COMPANY,10472,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,UNITRIN SAFEGUARD INSURANCE COMPANY,737624,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,USAA CASUALTY INSURANCE COMPANY,26493951,4,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,USAA GENERAL INDEMNITY COMPANY,15841254,4,2,4.59,homeowners_2020.pdf
OR,2020,homeowners,VALLEY PROPERTY & CASUALTY INSURANCE COMPANY,2526786,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,VIGILANT INSURANCE COMPANY,1537,0,0,0.0,homeowners_2020.pdf
OR,2020,homeowners,WAWANESA GENERAL INSURANCE COMPANY,76177,0,0,0.0,homeowners_2020.pdf
OR,2020,life,4 EVER LIFE INSURANCE COMPANY,26166,0,0,0.0,life_2020.pdf
OR,2020,life,5 STAR LIFE INSURANCE COMPANY,1095195,0,0,0.0,life_2020.pdf
OR,2020,life,AAA LIFE INSURANCE COMPANY,9064005,3,0,0.0,life_2020.pdf
OR,2020,life,ABILITY INSURANCE COMPANY,584,0,0,0.0,life_2020.pdf
OR,2020,life,ACCORDIA LIFE AND ANNUITY COMPANY,3620545,0,0,0.0,life_2020.pdf
OR,2020,life,AETNA LIFE INSURANCE COMPANY,182426,0,0,0.0,life_2020.pdf
OR,2020,life,ALLIANZ LIFE INSURANCE COMPANY OF NORTH AMERICA,9407826,0,0,0.0,life_2020.pdf
OR,2020,life,ALLSTATE ASSURANCE COMPANY,4285540,0,0,0.0,life_2020.pdf
OR,2020,life,ALLSTATE LIFE INSURANCE COMPANY,4049470,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN BANKERS LIFE ASSURANCE CO OF FLORIDA,18177,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN EQUITY INVESTMENT LIFE INSURANCE COMPANY,672,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN FAMILY LIFE ASSURANCE COMPANY OF COLUMBUS,1733202,1,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN FAMILY LIFE INSURANCE COMPANY,7500673,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN FIDELITY ASSURANCE COMPANY,3912394,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN FIDELITY LIFE INSURANCE COMPANY,27242,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN GENERAL LIFE INSURANCE COMPANY,21199265,8,1,7.13,life_2020.pdf
OR,2020,life,AMERICAN HEALTH AND LIFE INSURANCE COMPANY,764971,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN HERITAGE LIFE INSURANCE COMPANY,276104,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN INCOME LIFE INSURANCE COMPANY,13161185,1,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN MEMORIAL LIFE INSURANCE COMPANY,3279519,1,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN NATIONAL INSURANCE COMPANY,4568532,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN NATIONAL LIFE INSURANCE COMPANY OF TEXAS,9087,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN PROGRESSIVE LIFE AND HEALTH INSURANCE COMPANY OF NEW YORK,22,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN PUBLIC LIFE INSURANCE COMPANY,686,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN REPUBLIC CORP INSURANCE COMPANY,777,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN REPUBLIC INSURANCE COMPANY,48332,1,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN UNITED LIFE INSURANCE COMPANY,3930139,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICAN-AMICABLE LIFE INSURANCE COMPANY OF TEXAS,1264662,0,0,0.0,life_2020.pdf
OR,2020,life,AMERICO FINANCIAL LIFE AND ANNUITY INSURANCE COMPANY,1880191,1,0,0.0,life_2020.pdf
OR,2020,life,AMERITAS LIFE INSURANCE CORPORATION,5117449,1,0,0.0,life_2020.pdf
OR,2020,life,AMICA LIFE INSURANCE COMPANY,1051788,1,0,0.0,life_2020.pdf
OR,2020,life,ANTHEM LIFE INSURANCE COMPANY,44824,0,0,0.0,life_2020.pdf
OR,2020,life,ASSURED LIFE ASSOCIATION,42818,0,0,0.0,life_2020.pdf
OR,2020,life,ASSURITY LIFE INSURANCE COMPANY,804410,0,0,0.0,life_2020.pdf
OR,2020,life,ATHENE ANNUITY & LIFE ASSURANCE COMPANY,1104621,1,0,0.0,life_2020.pdf
OR,2020,life,ATHENE ANNUITY & LIFE ASSURANCE COMPANY OF NEW YORK,25088,1,0,0.0,life_2020.pdf
OR,2020,life,ATHENE ANNUITY AND LIFE COMPANY,1161844,0,0,0.0,life_2020.pdf
OR,2020,life,AURORA NATIONAL LIFE ASSURANCE COMPANY,115652,0,0,0.0,life_2020.pdf
OR,2020,life,AUTO-OWNERS LIFE INSURANCE COMPANY,46408,0,0,0.0,life_2020.pdf
OR,2020,life,BALTIMORE LIFE INSURANCE COMPANY (THE),290717,0,0,0.0,life_2020.pdf
OR,2020,life,BANKERS FIDELITY LIFE INSURANCE COMPANY,5740,0,0,0.0,life_2020.pdf
OR,2020,life,BANKERS LIFE AND CASUALTY COMPANY,5199685,5,0,0.0,life_2020.pdf
OR,2020,life,BANNER LIFE INSURANCE COMPANY,14126778,0,0,0.0,life_2020.pdf
OR,2020,life,BENEFICIAL LIFE INSURANCE COMPANY,1210498,0,0,0.0,life_2020.pdf
OR,2020,life,BERKLEY LIFE AND HEALTH INSURANCE COMPANY,1026,0,0,0.0,life_2020.pdf
OR,2020,life,BERKSHIRE LIFE INSURANCE COMPANY OF AMERICA,89568,0,0,0.0,life_2020.pdf
OR,2020,life,BEST LIFE AND HEALTH INSURANCE COMPANY,8839,0,0,0.0,life_2020.pdf
OR,2020,life,BOSTON MUTUAL LIFE INSURANCE COMPANY,160859,0,0,0.0,life_2020.pdf
OR,2020,life,BRIGHTHOUSE LIFE INSURANCE COMPANY,10900681,2,0,0.0,life_2020.pdf
OR,2020,life,C. M. LIFE INSURANCE COMPANY,761050,1,0,0.0,life_2020.pdf
OR,2020,life,CANADA LIFE ASSURANCE COMPANY (THE),634132,2,1,238.45,life_2020.pdf
OR,2020,life,CATHOLIC FINANCIAL LIFE,73360,0,0,0.0,life_2020.pdf
OR,2020,life,CATHOLIC ORDER OF FORESTERS,35130,0,0,0.0,life_2020.pdf
OR,2020,life,CENTRAL SECURITY LIFE INSURANCE COMPANY,9650,0,0,0.0,life_2020.pdf
OR,2020,life,CENTRAL STATES HEALTH & LIFE CO OF OMAHA,9233,0,0,0.0,life_2020.pdf
OR,2020,life,CHESAPEAKE LIFE INSURANCE COMPANY (THE),203172,2,0,0.0,life_2020.pdf
OR,2020,life,CHRISTIAN FIDELITY LIFE INSURANCE COMPANY,1659,0,0,0.0,life_2020.pdf
OR,2020,life,CICA LIFE INSURANCE COMPANY OF AMERICA,3079,0,0,0.0,life_2020.pdf
OR,2020,life,CIGNA HEALTH AND LIFE INSURANCE COMPANY,2,0,0,0.0,life_2020.pdf
OR,2020,life,CINCINNATI LIFE INSURANCE COMPANY (THE),2914897,0,0,0.0,life_2020.pdf
OR,2020,life,CMFG LIFE INSURANCE COMPANY,5387334,0,0,0.0,life_2020.pdf
OR,2020,life,COLONIAL LIFE & ACCIDENT INSURANCE COMPANY,2070192,1,0,0.0,life_2020.pdf
OR,2020,life,COLONIAL PENN LIFE INSURANCE COMPANY,2307704,1,0,0.0,life_2020.pdf
OR,2020,life,COLUMBIAN LIFE INSURANCE COMPANY,323433,0,0,0.0,life_2020.pdf
OR,2020,life,COLUMBIAN MUTUAL LIFE INSURANCE COMPANY,22118,0,0,0.0,life_2020.pdf
OR,2020,life,COMBINED INSURANCE COMPANY OF AMERICA,576355,0,0,0.0,life_2020.pdf
OR,2020,life,COMMONWEALTH ANNUITY AND LIFE INSURANCE COMPANY,532336,1,1,284.04,life_2020.pdf
OR,2020,life,COMPANION LIFE INSURANCE COMPANY,84774,0,0,0.0,life_2020.pdf
OR,2020,life,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,1282786,0,0,0.0,life_2020.pdf
OR,2020,life,CONTINENTAL AMERICAN INSURANCE COMPANY,50883,0,0,0.0,life_2020.pdf
OR,2020,life,CONTINENTAL GENERAL INSURANCE COMPANY,67875,0,0,0.0,life_2020.pdf
OR,2020,life,"CONTINENTAL LIFE INSURANCE COMPANY OF BRENTWOOD, TENNESSEE",43474,1,0,0.0,life_2020.pdf
OR,2020,life,COUNTRY INVESTORS LIFE ASSURANCE COMPANY,1263992,0,0,0.0,life_2020.pdf
OR,2020,life,COUNTRY LIFE INSURANCE COMPANY,23376884,0,0,0.0,life_2020.pdf
OR,2020,life,CROATIAN FRATERNAL UNION OF AMERICA,3709,0,0,0.0,life_2020.pdf
OR,2020,life,CSI LIFE INSURANCE COMPANY,2039,0,0,0.0,life_2020.pdf
OR,2020,life,DEARBORN LIFE INSURANCE COMPANY,12286,0,0,0.0,life_2020.pdf
OR,2020,life,DELAWARE AMERICAN LIFE INSURANCE COMPANY,12782,0,0,0.0,life_2020.pdf
OR,2020,life,DELAWARE LIFE INSURANCE COMPANY,62990,0,0,0.0,life_2020.pdf
OR,2020,life,ELCO MUTUAL LIFE AND ANNUITY,2318,0,0,0.0,life_2020.pdf
OR,2020,life,ELIPS LIFE INSURANCE COMPANY,966,0,0,0.0,life_2020.pdf
OR,2020,life,EMC NATIONAL LIFE COMPANY,173976,0,0,0.0,life_2020.pdf
OR,2020,life,EQUITABLE FINANCIAL LIFE AND ANNUITY COMPANY,60774,0,0,0.0,life_2020.pdf
OR,2020,life,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY,7160569,0,0,0.0,life_2020.pdf
OR,2020,life,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY OF AMERICA,4095294,0,0,0.0,life_2020.pdf
OR,2020,life,EQUITRUST LIFE INSURANCE COMPANY,128847,0,0,0.0,life_2020.pdf
OR,2020,life,"EVERENCE ASSOCIATION, INC.",27287,0,0,0.0,life_2020.pdf
OR,2020,life,FAMILY HERITAGE LIFE INSURANCE COMPANY OF AMERICA,6953,0,0,0.0,life_2020.pdf
OR,2020,life,FAMILY LIFE INSURANCE COMPANY,146158,0,0,0.0,life_2020.pdf
OR,2020,life,FARM BUREAU LIFE INSURANCE COMPANY,437028,0,0,0.0,life_2020.pdf
OR,2020,life,FARMERS NEW WORLD LIFE INSURANCE COMPANY,25874012,5,0,0.0,life_2020.pdf
OR,2020,life,FEDERAL LIFE INSURANCE COMPANY,5091,0,0,0.0,life_2020.pdf
OR,2020,life,FEDERATED LIFE INSURANCE COMPANY,2162998,0,0,0.0,life_2020.pdf
OR,2020,life,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,2581279,1,0,0.0,life_2020.pdf
OR,2020,life,FIDELITY INVESTMENTS LIFE INSURANCE COMPANY,123820,0,0,0.0,life_2020.pdf
OR,2020,life,"FIDELITY LIFE ASSOCIATION, A LEGAL RESERVE LIFE INSURANCE COMPANY",1521123,0,0,0.0,life_2020.pdf
OR,2020,life,FIDELITY SECURITY LIFE INSURANCE COMPANY,192114,0,0,0.0,life_2020.pdf
OR,2020,life,FIRST ALLMERICA FINANCIAL LIFE INSURANCE COMPANY,129823,0,0,0.0,life_2020.pdf
OR,2020,life,FIRST CATHOLIC SLOVAK LADIES ASSOCIATION OF THE UNITED STATES OF AMERICA,547,0,0,0.0,life_2020.pdf
OR,2020,life,FIRST PENN-PACIFIC LIFE INSURANCE COMPANY,841382,0,0,0.0,life_2020.pdf
OR,2020,life,FORETHOUGHT LIFE INSURANCE COMPANY,4284410,0,0,0.0,life_2020.pdf
OR,2020,life,FREEDOM LIFE INSURANCE COMPANY OF AMERICA,20084,0,0,0.0,life_2020.pdf
OR,2020,life,FUNERAL DIRECTORS LIFE INSURANCE COMPANY,80056,0,0,0.0,life_2020.pdf
OR,2020,life,GARDEN STATE LIFE INSURANCE COMPANY,154244,0,0,0.0,life_2020.pdf
OR,2020,life,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,12347739,0,0,0.0,life_2020.pdf
OR,2020,life,GENWORTH LIFE INSURANCE COMPANY,2113750,1,0,0.0,life_2020.pdf
