state,year,line,company_name_raw,premium_written,total_complaints,confirmed_complaints,complaint_index,source_pdf
OR,2020,life,GERBER LIFE INSURANCE COMPANY,2825266,1,0,0.0,life_2020.pdf
OR,2020,life,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,4310049,4,1,35.08,life_2020.pdf
OR,2020,life,GOLDEN RULE INSURANCE COMPANY,87244,0,0,0.0,life_2020.pdf
OR,2020,life,GOVERNMENT PERSONNEL MUTUAL LIFE INSURANCE COMPANY,317003,0,0,0.0,life_2020.pdf
OR,2020,life,GPM HEALTH AND LIFE INSURANCE COMPANY,163489,1,1,924.87,life_2020.pdf
OR,2020,life,GREAT AMERICAN LIFE INSURANCE COMPANY,155096,0,0,0.0,life_2020.pdf
OR,2020,life,GREAT SOUTHERN LIFE INSURANCE COMPANY,567986,1,0,0.0,life_2020.pdf
OR,2020,life,GREAT WESTERN INSURANCE COMPANY,5462181,1,0,0.0,life_2020.pdf
OR,2020,life,GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY,5105806,0,0,0.0,life_2020.pdf
OR,2020,life,GUARANTEE TRUST LIFE INSURANCE COMPANY,59313,0,0,0.0,life_2020.pdf
OR,2020,life,GUARANTY INCOME LIFE INSURANCE COMPANY,1253,0,0,0.0,life_2020.pdf
OR,2020,life,"GUARDIAN INSURANCE & ANNUITY COMPANY, INC. (THE)",346506,0,0,0.0,life_2020.pdf
OR,2020,life,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA (THE),35549913,0,0,0.0,life_2020.pdf
OR,2020,life,GUGGENHEIM LIFE AND ANNUITY COMPANY,3354,0,0,0.0,life_2020.pdf
OR,2020,life,HARTFORD LIFE AND ACCIDENT INSURANCE COMPANY,17994351,1,0,0.0,life_2020.pdf
OR,2020,life,HCC LIFE INSURANCE COMPANY,285526,0,0,0.0,life_2020.pdf
OR,2020,life,HEALTH NET LIFE INSURANCE COMPANY,2815,0,0,0.0,life_2020.pdf
OR,2020,life,HOMESTEADERS LIFE COMPANY,1436510,0,0,0.0,life_2020.pdf
OR,2020,life,HORACE MANN LIFE INSURANCE COMPANY,981017,0,0,0.0,life_2020.pdf
OR,2020,life,IA AMERICAN LIFE INSURANCE COMPANY,174930,0,0,0.0,life_2020.pdf
OR,2020,life,IDEALIFE INSURANCE COMPANY,5762,0,0,0.0,life_2020.pdf
OR,2020,life,ILLINOIS MUTUAL LIFE INSURANCE COMPANY,106892,0,0,0.0,life_2020.pdf
OR,2020,life,INDEPENDENT ORDER OF FORESTERS,6300081,0,0,0.0,life_2020.pdf
OR,2020,life,"INDUSTRIAL ALLIANCE INSURANCE AND FINANCIAL SERVICES, INC.",29951,0,0,0.0,life_2020.pdf
OR,2020,life,INTEGRITY LIFE INSURANCE COMPANY,1463,0,0,0.0,life_2020.pdf
OR,2020,life,INTRAMERICA LIFE INSURANCE COMPANY,514,0,0,0.0,life_2020.pdf
OR,2020,life,INVESTORS HERITAGE LIFE INSURANCE COMPANY,829,0,0,0.0,life_2020.pdf
OR,2020,life,INVESTORS LIFE INSURANCE COMPANY OF NORTH AMERICA,36189,0,0,0.0,life_2020.pdf
OR,2020,life,JACKSON NATIONAL LIFE INSURANCE COMPANY,5918177,3,1,25.55,life_2020.pdf
OR,2020,life,JEFFERSON NATIONAL LIFE INSURANCE COMPANY,44769,0,0,0.0,life_2020.pdf
OR,2020,life,JOHN ALDEN LIFE INSURANCE COMPANY,52113,0,0,0.0,life_2020.pdf
OR,2020,life,JOHN HANCOCK LIFE & HEALTH INSURANCE COMPANY,1440,0,0,0.0,life_2020.pdf
OR,2020,life,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),36737272,0,0,0.0,life_2020.pdf
OR,2020,life,KANSAS CITY LIFE INSURANCE COMPANY,2646606,0,0,0.0,life_2020.pdf
OR,2020,life,KNIGHTS OF COLUMBUS,5598386,1,0,0.0,life_2020.pdf
OR,2020,life,LAFAYETTE LIFE INSURANCE COMPANY (THE),3383842,0,0,0.0,life_2020.pdf
OR,2020,life,LANDMARK LIFE INSURANCE COMPANY,1697,0,0,0.0,life_2020.pdf
OR,2020,life,LIBERTY BANKERS LIFE INSURANCE COMPANY,71139,0,0,0.0,life_2020.pdf
OR,2020,life,LIBERTY NATIONAL LIFE INSURANCE COMPANY,578215,0,0,0.0,life_2020.pdf
OR,2020,life,LIFE INSURANCE COMPANY OF NORTH AMERICA,13326853,0,0,0.0,life_2020.pdf
OR,2020,life,LIFE INSURANCE COMPANY OF THE SOUTHWEST,7013519,0,0,0.0,life_2020.pdf
OR,2020,life,LIFE OF THE SOUTH INSURANCE COMPANY,121386,0,0,0.0,life_2020.pdf
OR,2020,life,LIFEMAP ASSURANCE COMPANY,8655943,0,0,0.0,life_2020.pdf
OR,2020,life,LIFESECURE INSURANCE COMPANY,8230,0,0,0.0,life_2020.pdf
OR,2020,life,LIFESHIELD NATIONAL INSURANCE CO.,18622,0,0,0.0,life_2020.pdf
OR,2020,life,LINCOLN BENEFIT LIFE COMPANY,11615591,0,0,0.0,life_2020.pdf
OR,2020,life,LINCOLN HERITAGE LIFE INSURANCE COMPANY,3056539,2,0,0.0,life_2020.pdf
OR,2020,life,LINCOLN LIFE & ANNUITY COMPANY OF NEW YORK,119899,0,0,0.0,life_2020.pdf
OR,2020,life,LINCOLN LIFE ASSURANCE COMPANY OF BOSTON,7035631,0,0,0.0,life_2020.pdf
OR,2020,life,LINCOLN NATIONAL LIFE INSURANCE COMPANY (THE),52164728,1,0,0.0,life_2020.pdf
OR,2020,life,LOYAL AMERICAN LIFE INSURANCE COMPANY,46278,0,0,0.0,life_2020.pdf
OR,2020,life,LUMICO LIFE INSURANCE COMPANY,980436,1,0,0.0,life_2020.pdf
OR,2020,life,"MADISON NATIONAL LIFE INSURANCE COMPANY, INC.",71042,1,0,0.0,life_2020.pdf
OR,2020,life,MANHATTAN LIFE INSURANCE COMPANY (THE),40820,0,0,0.0,life_2020.pdf
OR,2020,life,MANHATTAN NATIONAL LIFE INSURANCE COMPANY,76276,0,0,0.0,life_2020.pdf
OR,2020,life,MANHATTANLIFE ASSURANCE COMPANY OF AMERICA,25536,0,0,0.0,life_2020.pdf
OR,2020,life,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,36440917,0,0,0.0,life_2020.pdf
OR,2020,life,MEDICO INSURANCE COMPANY,20317,0,0,0.0,life_2020.pdf
OR,2020,life,MEDICO LIFE AND HEALTH INSURANCE COMPANY,626,0,0,0.0,life_2020.pdf
OR,2020,life,MEMBERS LIFE INSURANCE COMPANY,6020,0,0,0.0,life_2020.pdf
OR,2020,life,MERIT LIFE INSURANCE CO.,4989,0,0,0.0,life_2020.pdf
OR,2020,life,METROPOLITAN LIFE INSURANCE COMPANY,42846094,5,0,0.0,life_2020.pdf
OR,2020,life,METROPOLITAN TOWER LIFE INSURANCE COMPANY,4953095,0,0,0.0,life_2020.pdf
OR,2020,life,MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE,93353,0,0,0.0,life_2020.pdf
OR,2020,life,MIDLAND NATIONAL LIFE INSURANCE COMPANY,12181129,1,0,0.0,life_2020.pdf
OR,2020,life,MIDWESTERN UNITED LIFE INSURANCE COMPANY,9916,0,0,0.0,life_2020.pdf
OR,2020,life,MINNESOTA LIFE INSURANCE COMPANY,25060390,1,0,0.0,life_2020.pdf
OR,2020,life,MML BAY STATE LIFE INSURANCE COMPANY,327080,0,0,0.0,life_2020.pdf
OR,2020,life,MODERN WOODMEN OF AMERICA,715400,0,0,0.0,life_2020.pdf
OR,2020,life,MONARCH LIFE INSURANCE COMPANY,4852,0,0,0.0,life_2020.pdf
OR,2020,life,MONY LIFE INSURANCE COMPANY,2360092,0,0,0.0,life_2020.pdf
OR,2020,life,MUTUAL OF AMERICA LIFE INSURANCE COMPANY,25918,0,0,0.0,life_2020.pdf
OR,2020,life,"MUTUAL TRUST LIFE INSURANCE COMPANY, A PAN-AMERICAN LIFE INSURANCE GROUP STOC",2161829,0,0,0.0,life_2020.pdf
OR,2020,life,NASSAU LIFE AND ANNUITY COMPANY,215090,1,0,0.0,life_2020.pdf
OR,2020,life,NASSAU LIFE INSURANCE COMPANY,3799042,0,0,0.0,life_2020.pdf
OR,2020,life,NASSAU LIFE INSURANCE COMPANY OF KANSAS,58036,0,0,0.0,life_2020.pdf
OR,2020,life,NATIONAL BENEFIT LIFE INSURANCE COMPANY,69425,0,0,0.0,life_2020.pdf
OR,2020,life,NATIONAL CATHOLIC SOCIETY OF FORESTERS,108043,0,0,0.0,life_2020.pdf
OR,2020,life,NATIONAL FARMERS UNION LIFE INSURANCE COMPANY,9338,0,0,0.0,life_2020.pdf
OR,2020,life,NATIONAL FOUNDATION LIFE INSURANCE COMPANY,1870,0,0,0.0,life_2020.pdf
OR,2020,life,NATIONAL GUARDIAN LIFE INSURANCE COMPANY,4404802,2,0,0.0,life_2020.pdf
OR,2020,life,NATIONAL HEALTH INSURANCE COMPANY,106136,0,0,0.0,life_2020.pdf
OR,2020,life,NATIONAL LIFE INSURANCE COMPANY,2804191,1,0,0.0,life_2020.pdf
OR,2020,life,NATIONAL TEACHERS ASSOCIATES LIFE INSURANCE COMPANY,189,0,0,0.0,life_2020.pdf
OR,2020,life,NATIONAL WESTERN LIFE INSURANCE COMPANY,428385,0,0,0.0,life_2020.pdf
OR,2020,life,NATIONWIDE LIFE AND ANNUITY INSURANCE COMPANY,18891000,0,0,0.0,life_2020.pdf
OR,2020,life,NATIONWIDE LIFE INSURANCE COMPANY,18304475,0,0,0.0,life_2020.pdf
OR,2020,life,NEW ENGLAND LIFE INSURANCE COMPANY,775962,0,0,0.0,life_2020.pdf
OR,2020,life,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION,15153825,0,0,0.0,life_2020.pdf
OR,2020,life,NEW YORK LIFE INSURANCE COMPANY,55189179,2,0,0.0,life_2020.pdf
OR,2020,life,NIPPON LIFE INSURANCE COMPANY OF AMERICA,13215,0,0,0.0,life_2020.pdf
OR,2020,life,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INSURANCE,11629336,1,0,0.0,life_2020.pdf
OR,2020,life,NORTHWESTERN MUTUAL LIFE INSURANCE CO,97897758,0,0,0.0,life_2020.pdf
OR,2020,life,NYLIFE INSURANCE COMPANY OF ARIZONA,274816,0,0,0.0,life_2020.pdf
OR,2020,life,OCCIDENTAL LIFE INSURANCE COMPANY OF NORTH CAROLINA,212394,0,0,0.0,life_2020.pdf
OR,2020,life,OCEANVIEW LIFE AND ANNUITY COMPANY,4155,0,0,0.0,life_2020.pdf
OR,2020,life,OHIO NATIONAL LIFE ASSURANCE CORPORATION,5726762,0,0,0.0,life_2020.pdf
OR,2020,life,OHIO NATIONAL LIFE INSURANCE COMPANY (THE),3776561,0,0,0.0,life_2020.pdf
OR,2020,life,OHIO STATE LIFE INSURANCE COMPANY,173356,0,0,0.0,life_2020.pdf
OR,2020,life,OLD AMERICAN INSURANCE COMPANY,2266373,0,0,0.0,life_2020.pdf
OR,2020,life,OLD REPUBLIC LIFE INSURANCE COMPANY,103549,0,0,0.0,life_2020.pdf
OR,2020,life,"OPTUM INSURANCE OF OHIO, INC.",3101,0,0,0.0,life_2020.pdf
OR,2020,life,OXFORD LIFE INSURANCE COMPANY,159437,0,0,0.0,life_2020.pdf
OR,2020,life,"PACIFIC GUARDIAN LIFE INSURANCE COMPANY, LIMITED",216051,0,0,0.0,life_2020.pdf
OR,2020,life,PACIFIC LIFE & ANNUITY COMPANY,6852,0,0,0.0,life_2020.pdf
OR,2020,life,PACIFIC LIFE INSURANCE COMPANY,37753291,1,0,0.0,life_2020.pdf
OR,2020,life,PAN-AMERICAN ASSURANCE COMPANY,48729,0,0,0.0,life_2020.pdf
OR,2020,life,PAN-AMERICAN LIFE INSURANCE COMPANY,12967,0,0,0.0,life_2020.pdf
OR,2020,life,PARK AVENUE LIFE INSURANCE COMPANY,1236,0,0,0.0,life_2020.pdf
OR,2020,life,PAUL REVERE LIFE INSURANCE COMPANY,7931,0,0,0.0,life_2020.pdf
OR,2020,life,PAVONIA LIFE INSURANCE COMPANY OF MICHIGAN,140965,3,0,0.0,life_2020.pdf
OR,2020,life,PENN INSURANCE AND ANNUITY COMPANY (THE),4210100,0,0,0.0,life_2020.pdf
OR,2020,life,PENN MUTUAL LIFE INSURANCE COMPANY,16494512,0,0,0.0,life_2020.pdf
OR,2020,life,PHL VARIABLE INSURANCE COMPANY,1024165,0,0,0.0,life_2020.pdf
OR,2020,life,PHYSICIANS LIFE INSURANCE COMPANY,1629447,0,0,0.0,life_2020.pdf
OR,2020,life,PIONEER AMERICAN INSURANCE COMPANY,497960,0,0,0.0,life_2020.pdf
OR,2020,life,PIONEER MUTUAL LIFE INSURANCE COMPANY,537254,1,0,0.0,life_2020.pdf
OR,2020,life,PIONEER SECURITY LIFE INSURANCE COMPANY,126950,0,0,0.0,life_2020.pdf
OR,2020,life,PLATEAU INSURANCE COMPANY,159949,0,0,0.0,life_2020.pdf
OR,2020,life,POLISH NATIONAL ALLIANCE OF THE UNITED STATES,845,0,0,0.0,life_2020.pdf
OR,2020,life,PRIMERICA LIFE INSURANCE COMPANY,15546148,0,0,0.0,life_2020.pdf
OR,2020,life,PRINCIPAL LIFE INSURANCE COMPANY,8051375,1,0,0.0,life_2020.pdf
OR,2020,life,PRINCIPAL NATIONAL LIFE INSURANCE COMPANY,10079218,0,0,0.0,life_2020.pdf
OR,2020,life,PROFESSIONAL INSURANCE COMPANY,416,0,0,0.0,life_2020.pdf
OR,2020,life,PROTECTIVE LIFE AND ANNUITY INSURANCE COMPANY,14787,0,0,0.0,life_2020.pdf
OR,2020,life,PROTECTIVE LIFE INSURANCE COMPANY,16850969,2,0,0.0,life_2020.pdf
OR,2020,life,PROVIDENT AMERICAN LIFE & HEALTH INSURANCE COMPANY,18793,1,0,0.0,life_2020.pdf
OR,2020,life,PROVIDENT LIFE & ACCIDENT INSURANCE COMPANY,1359651,0,0,0.0,life_2020.pdf
OR,2020,life,PRUCO LIFE INSURANCE COMPANY,34510017,0,0,0.0,life_2020.pdf
OR,2020,life,PRUDENTIAL ANNUITIES LIFE ASSURANCE CORPORATION,28089,0,0,0.0,life_2020.pdf
OR,2020,life,PRUDENTIAL INSURANCE COMPANY OF AMERICA,26723536,1,0,0.0,life_2020.pdf
OR,2020,life,PURITAN LIFE INSURANCE COMPANY OF AMERICA,46679,0,0,0.0,life_2020.pdf
OR,2020,life,RELIABLE LIFE INSURANCE COMPANY (THE),2113,0,0,0.0,life_2020.pdf
OR,2020,life,RELIANCE STANDARD LIFE INSURANCE COMPANY,2303479,1,1,65.64,life_2020.pdf
OR,2020,life,RELIASTAR LIFE INSURANCE COMPANY,10919627,2,0,0.0,life_2020.pdf
OR,2020,life,RELIASTAR LIFE INSURANCE COMPANY OF NEW YORK,87689,0,0,0.0,life_2020.pdf
OR,2020,life,RENAISSANCE LIFE & HEALTH INSURANCE COMPANY OF AMERICA,212,1,0,0.0,life_2020.pdf
OR,2020,life,RESERVE NATIONAL INSURANCE COMPANY,57082,0,0,0.0,life_2020.pdf
OR,2020,life,RIVERSOURCE LIFE INSURANCE COMPANY,13554781,1,0,0.0,life_2020.pdf
OR,2020,life,ROYAL ARCANUM (SUPREME COUNCIL OF THE),782,0,0,0.0,life_2020.pdf
OR,2020,life,ROYAL NEIGHBORS OF AMERICA,698450,1,0,0.0,life_2020.pdf
OR,2020,life,RX LIFE INSURANCE COMPANY,29535,0,0,0.0,life_2020.pdf
OR,2020,life,"S.USA LIFE INSURANCE COMPANY, INC.",142932,0,0,0.0,life_2020.pdf
OR,2020,life,SAGICOR LIFE INSURANCE COMPANY,198297,1,0,0.0,life_2020.pdf
OR,2020,life,SAVINGS BANK MUTUAL LIFE INSURANCE COMPANY OF MASSACHUSETTS (THE),1548269,0,0,0.0,life_2020.pdf
OR,2020,life,"SBLI USA LIFE INSURANCE COMPANY, INC.",20958,0,0,0.0,life_2020.pdf
OR,2020,life,SECURIAN LIFE INSURANCE COMPANY,19860384,2,0,0.0,life_2020.pdf
OR,2020,life,SECURITY BENEFIT LIFE INSURANCE COMPANY,106439,0,0,0.0,life_2020.pdf
OR,2020,life,SECURITY LIFE OF DENVER INSURANCE COMPANY,4930732,0,0,0.0,life_2020.pdf
OR,2020,life,SECURITY MUTUAL LIFE INSURANCE COMPANY OF NEW YORK,210322,0,0,0.0,life_2020.pdf
OR,2020,life,SECURITY NATIONAL LIFE INSURANCE COMPANY,43250,0,0,0.0,life_2020.pdf
OR,2020,life,SENIOR LIFE INSURANCE COMPANY,100334,0,0,0.0,life_2020.pdf
OR,2020,life,SENTINEL SECURITY LIFE INSURANCE COMPANY,205521,1,0,0.0,life_2020.pdf
OR,2020,life,SENTRY LIFE INSURANCE COMPANY,251836,0,0,0.0,life_2020.pdf
OR,2020,life,SETTLERS LIFE INSURANCE COMPANY,7287,0,0,0.0,life_2020.pdf
OR,2020,life,SHENANDOAH LIFE INSURANCE COMPANY,10304,0,0,0.0,life_2020.pdf
OR,2020,life,SILAC INSURANCE COMPANY,190840,0,0,0.0,life_2020.pdf
OR,2020,life,SONS OF NORWAY,152445,0,0,0.0,life_2020.pdf
OR,2020,life,STANDARD INSURANCE COMPANY,54598848,3,0,0.0,life_2020.pdf
OR,2020,life,STANDARD LIFE AND ACCIDENT INSURANCE COMPANY,60632,0,0,0.0,life_2020.pdf
OR,2020,life,STANDARD SECURITY LIFE INSURANCE COMPANY OF NEW YORK,49,0,0,0.0,life_2020.pdf
OR,2020,life,STARMOUNT LIFE INSURANCE COMPANY,24276,0,0,0.0,life_2020.pdf
OR,2020,life,STATE FARM LIFE INSURANCE COMPANY,65883179,5,0,0.0,life_2020.pdf
OR,2020,life,STATE LIFE INSURANCE COMPANY (THE),3566254,0,0,0.0,life_2020.pdf
OR,2020,life,STATE MUTUAL INSURANCE COMPANY,19610,0,0,0.0,life_2020.pdf
OR,2020,life,STERLING INVESTORS LIFE INSURANCE COMPANY,10296,0,0,0.0,life_2020.pdf
OR,2020,life,STERLING LIFE INSURANCE COMPANY,29383,0,0,0.0,life_2020.pdf
OR,2020,life,SUN LIFE AND HEALTH INSURANCE COMPANY (U.S.),168908,0,0,0.0,life_2020.pdf
OR,2020,life,SUN LIFE ASSURANCE COMPANY OF CANADA,5650899,1,0,0.0,life_2020.pdf
OR,2020,life,SUNSET LIFE INSURANCE COMPANY OF AMERICA,338824,0,0,0.0,life_2020.pdf
OR,2020,life,SURETY LIFE INSURANCE COMPANY,460229,0,0,0.0,life_2020.pdf
OR,2020,life,SYMETRA LIFE INSURANCE COMPANY,10984876,1,0,0.0,life_2020.pdf
OR,2020,life,SYMETRA NATIONAL LIFE INSURANCE COMPANY,10476,0,0,0.0,life_2020.pdf
OR,2020,life,TALCOTT RESOLUTION LIFE AND ANNUITY INSURANCE COMPANY,5545595,0,0,0.0,life_2020.pdf
OR,2020,life,TALCOTT RESOLUTION LIFE INSURANCE COMPANY,429277,0,0,0.0,life_2020.pdf
OR,2020,life,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,1833903,0,0,0.0,life_2020.pdf
OR,2020,life,TEXAS LIFE INSURANCE COMPANY,3234657,0,0,0.0,life_2020.pdf
OR,2020,life,THRIVENT FINANCIAL FOR LUTHERANS,16446705,0,0,0.0,life_2020.pdf
OR,2020,life,TIAA-CREF LIFE INSURANCE COMPANY,3279894,0,0,0.0,life_2020.pdf
OR,2020,life,TRANS WORLD ASSURANCE COMPANY,46885,0,0,0.0,life_2020.pdf
OR,2020,life,TRANSAMERICA FINANCIAL LIFE INSURANCE COMPANY,57518,0,0,0.0,life_2020.pdf
OR,2020,life,TRANSAMERICA LIFE INSURANCE COMPANY,28322390,5,0,0.0,life_2020.pdf
OR,2020,life,TRUSTMARK INSURANCE COMPANY,211538,0,0,0.0,life_2020.pdf
OR,2020,life,TRUSTMARK LIFE INSURANCE COMPANY,131,0,0,0.0,life_2020.pdf
OR,2020,life,U.S. FINANCIAL LIFE INSURANCE COMPANY,667519,3,1,226.52,life_2020.pdf
OR,2020,life,UNICARE LIFE & HEALTH INSURANCE COMPANY,313,0,0,0.0,life_2020.pdf
OR,2020,life,UNIFIED LIFE INSURANCE COMPANY,10259,0,0,0.0,life_2020.pdf
OR,2020,life,UNION FIDELITY LIFE INSURANCE COMPANY,40327,0,0,0.0,life_2020.pdf
OR,2020,life,UNION LABOR LIFE INSURANCE COMPANY,780612,0,0,0.0,life_2020.pdf
OR,2020,life,UNION SECURITY INSURANCE COMPANY,619063,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED AMERICAN INSURANCE COMPANY,88250,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED COMMERCIAL TRAVELERS OF AMERICA(THE ORDER OF),16532,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED FIDELITY LIFE INSURANCE COMPANY,31473,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED HERITAGE LIFE INSURANCE COMPANY,1236605,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED HOME LIFE INSURANCE COMPANY,459030,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED INSURANCE COMPANY OF AMERICA,4064,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED OF OMAHA LIFE INSURANCE COMPANY,20780934,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED SECURITY ASSURANCE COMPANY OF PENNSYLVANIA,4660,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED STATES LETTER CARRIERS MUTUAL BENEFIT ASSOCIATION,6986,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED STATES LIFE INSURANCE COMPANY IN THE CITY OF NEW YORK (THE),127819,0,0,0.0,life_2020.pdf
OR,2020,life,UNITED WORLD LIFE INSURANCE COMPANY,7262,0,0,0.0,life_2020.pdf
OR,2020,life,UNITEDHEALTHCARE INSURANCE COMPANY,716438,0,0,0.0,life_2020.pdf
OR,2020,life,UNITY FINANCIAL LIFE INSURANCE COMPANY,40263,0,0,0.0,life_2020.pdf
OR,2020,life,UNIVERSAL GUARANTY LIFE INSURANCE COMPANY,6086,0,0,0.0,life_2020.pdf
OR,2020,life,UNUM INSURANCE COMPANY,563,0,0,0.0,life_2020.pdf
OR,2020,life,UNUM LIFE INSURANCE COMPANY OF AMERICA,24905727,0,0,0.0,life_2020.pdf
OR,2020,life,USAA LIFE INSURANCE COMPANY,12592985,1,0,0.0,life_2020.pdf
OR,2020,life,USABLE LIFE DBA USABLE LIFE INSURANCE COMPANY,335587,0,0,0.0,life_2020.pdf
OR,2020,life,VANTIS LIFE INSURANCE COMPANY,64778,0,0,0.0,life_2020.pdf
OR,2020,life,VENERABLE INSURANCE AND ANNUITY COMPANY,383745,0,0,0.0,life_2020.pdf
OR,2020,life,VOYA RETIREMENT INSURANCE AND ANNUITY COMPANY,394459,1,0,0.0,life_2020.pdf
OR,2020,life,WASHINGTON NATIONAL INSURANCE COMPANY,181223,0,0,0.0,life_2020.pdf
OR,2020,life,WEST COAST LIFE INSURANCE COMPANY,5628183,0,0,0.0,life_2020.pdf
OR,2020,life,WESTERN AND SOUTHERN LIFE INSURANCE COMPANY (THE),135818,0,0,0.0,life_2020.pdf
OR,2020,life,WESTERN FRATERNAL LIFE ASSOCIATION,15826,0,0,0.0,life_2020.pdf
OR,2020,life,WESTERN UNITED LIFE ASSURANCE COMPANY,333,1,1,454072.85,life_2020.pdf
OR,2020,life,WESTERN-SOUTHERN LIFE ASSURANCE COMPANY,343565,0,0,0.0,life_2020.pdf
OR,2020,life,WILCAC LIFE INSURANCE COMPANY,780456,0,0,0.0,life_2020.pdf
OR,2020,life,WILLIAM PENN LIFE INSURANCE COMPANY OF NEW YORK,72226,0,0,0.0,life_2020.pdf
OR,2020,life,WILTON REASSURANCE LIFE COMPANY OF NEW YORK,44935,1,0,0.0,life_2020.pdf
OR,2020,life,WOMAN'S LIFE INSURANCE SOCIETY,2736,0,0,0.0,life_2020.pdf
OR,2020,life,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,225390,0,0,0.0,life_2020.pdf
OR,2020,life,ZURICH AMERICAN LIFE INSURANCE COMPANY,1042388,0,0,0.0,life_2020.pdf
OR,2020,long_term_care,ABILITY INSURANCE COMPANY,2747428,1,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,AETNA LIFE INSURANCE COMPANY,198745,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,AF&L INSURANCE COMPANY,40535,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,ALLIANZ LIFE INSURANCE COMPANY OF NORTH AMERICA,2572103,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,ALLSTATE LIFE INSURANCE COMPANY,6857,2,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,AMERICAN FAMILY LIFE ASSURANCE COMPANY OF COLUMBUS,132306,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,AMERICAN FAMILY MUTUAL INSURANCE COMPANY S.I.,41763,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,AMERICAN FIDELITY ASSURANCE COMPANY,329295,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,AMERICAN GENERAL LIFE INSURANCE COMPANY,246413,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,AMERICAN HERITAGE LIFE INSURANCE COMPANY,11192,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,AMERICAN REPUBLIC INSURANCE COMPANY,54479,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,ASSURITY LIFE INSURANCE COMPANY,8836,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,BANKERS LIFE AND CASUALTY COMPANY,5212268,9,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,BERKSHIRE LIFE INSURANCE COMPANY OF AMERICA,175320,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,BRIGHTHOUSE LIFE INSURANCE COMPANY,673660,1,1,51.93,long_term_care_2020.pdf
OR,2020,long_term_care,CATHOLIC ORDER OF FORESTERS,2124,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,CENTRAL STATES HEALTH & LIFE CO OF OMAHA,4733,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,CONTINENTAL CASUALTY COMPANY,6830128,2,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,CONTINENTAL GENERAL INSURANCE COMPANY,360769,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,"CONTINENTAL LIFE INSURANCE COMPANY OF BRENTWOOD, TENNESSEE",4670,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,COUNTRY LIFE INSURANCE COMPANY,1936047,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,FARMERS NEW WORLD LIFE INSURANCE COMPANY,278768,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,"FIDELITY LIFE ASSOCIATION, A LEGAL RESERVE LIFE INSURANCE COMPANY",443,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,12977,1,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,GENWORTH LIFE INSURANCE COMPANY,28535307,6,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,GERBER LIFE INSURANCE COMPANY,10481,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,GREAT AMERICAN LIFE INSURANCE COMPANY,58770,0,0,0.0,long_term_care_2020.pdf
OR,2020,long_term_care,GUARANTEE TRUST LIFE INSURANCE COMPANY,717,0,0,0.0,long_term_care_2020.pdf
