year,line,rank_in_study,company_canonical,company_name,exposure,justified_ratio,justified_count,study_year
2023,auto,37,INTEGON NATIONAL INSURANCE COMPANY,INTEGON NATIONAL INSURANCE COMPANY,411505,14.9,67,2025
2023,auto,38,SAFEWAY INSURANCE COMPANY,SAFEWAY INSURANCE COMPANY,68465,5.8,4,2024
2023,auto,38,ANCHOR GENERAL INSURANCE COMPANY,ANCHOR GENERAL INSURANCE COMPANY,112709,9.9,13,2025
2023,auto,39,HARTFORD UNDERWRITERS INSURANCE COMPANY,HARTFORD UNDERWRITERS INSURANCE COMPANY,118982,2.5,3,2025
2023,auto,40,PERMANENT GENERAL ASSURANCE CORPORATION,PERMANENT GENERAL ASSURANCE CORPORATION,68814,19.5,14,2025
2023,auto,40,FARMERS DIRECT P&C INSURANCE COMPANY,FARMERS DIRECT P&C INSURANCE COMPANY,112118,9.8,11,2024
2023,auto,41,ESURANCE PROPERTY AND CASUALTY INSURANCE CO,ESURANCE PROPERTY AND CASUALTY INSURANCE CO,130732,27.6,58,2025
2023,auto,42,ENCOMPASS INSURANCE COMPANY,ENCOMPASS INSURANCE COMPANY,86111,15.8,8,2025
2023,auto,43,21ST CENTURY INSURANCE COMPANY,21ST CENTURY INSURANCE COMPANY,78959,11.3,40,2025
2023,auto,44,NATIONAL GENERAL PREMIER INSURANCE COMPANY,NATIONAL GENERAL PREMIER INSURANCE COMPANY,72816,12.4,9,2024
2023,auto,44,LOYA CASUALTY INSURANCE COMPANY,LOYA CASUALTY INSURANCE COMPANY,242289,10.1,23,2025
2023,auto,45,INCLINE NATIONAL INSURANCE COMPANY,INCLINE NATIONAL INSURANCE COMPANY,91333,15.2,7,2025
2023,auto,46,SEAVIEW INSURANCE COMPANY,SEAVIEW INSURANCE COMPANY,76516,3.3,1,2025
2023,auto,47,INTEGON PREFERRED INSURANCE COMPANY,INTEGON PREFERRED INSURANCE COMPANY,137313,12.6,15,2025
2023,auto,48,METROMILE INSURANCE COMPANY,METROMILE INSURANCE COMPANY,41580,18.4,10,2025
2023,auto,49,21ST CENTURY CASUALTY COMPANY,21ST CENTURY CASUALTY COMPANY,190646,0.0,0,2025
2023,auto,50,"STATE NATIONAL INSURANCE COMPANY, INC.","STATE NATIONAL INSURANCE COMPANY, INC.",280127,55.9,90,2025
2023,home,1,AMERICAN SECURITY INSURANCE COMPANY,AMERICAN SECURITY INSURANCE COMPANY,121973,3.3,3,2025
2023,home,1,AMERICAN NATIONAL P&C COMPANY,AMERICAN NATIONAL P&C COMPANY,105710,0.0,0,2024
2023,home,2,"DB INSURANCE CO., LTD. (U.S. BRANCH)","DB INSURANCE CO., LTD. (U.S. BRANCH)",62324,9.2,3,2025
2023,home,3,MARKEL AMERICAN INSURANCE COMPANY,MARKEL AMERICAN INSURANCE COMPANY,60035,0.0,0,2025
2023,home,4,WAWANESA GENERAL INSURANCE COMPANY,WAWANESA GENERAL INSURANCE COMPANY,45254,2.1,1,2025
2023,home,5,USAA GENERAL INDEMNITY COMPANY,USAA GENERAL INDEMNITY COMPANY,159197,1.4,2,2025
2023,home,6,CSAA FIRE & CASUALTY INSURANCE COMPANY,CSAA FIRE & CASUALTY INSURANCE COMPANY,88215,5.2,4,2025
2023,home,7,UNITED SERVICES AUTOMOBILE ASSOCIATION,UNITED SERVICES AUTOMOBILE ASSOCIATION,231339,1.3,3,2025
2023,home,8,GARRISON PROPERTY AND CASUALTY INSURANCE CO,GARRISON PROPERTY AND CASUALTY INSURANCE CO,137272,1.5,2,2025
2023,home,9,AMERICAN MODERN HOME INSURANCE COMPANY,AMERICAN MODERN HOME INSURANCE COMPANY,53788,3.8,2,2025
2023,home,10,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,962777,1.2,11,2025
2023,home,11,SUTTON NATIONAL INSURANCE COMPANY,SUTTON NATIONAL INSURANCE COMPANY,201438,8.7,7,2025
2023,home,12,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,84638,4.0,4,2025
2023,home,13,PRAETORIAN INSURANCE COMPANY,PRAETORIAN INSURANCE COMPANY,40753,0.0,0,2025
2023,home,14,NATIONWIDE MUTUAL INSURANCE COMPANY,NATIONWIDE MUTUAL INSURANCE COMPANY,233460,2.2,6,2025
2023,home,15,CENTURY-NATIONAL INSURANCE COMPANY,CENTURY-NATIONAL INSURANCE COMPANY,38411,2.4,1,2025
2023,home,16,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,689862,5.2,33,2025
2023,home,17,INTEGON NATIONAL INSURANCE COMPANY,INTEGON NATIONAL INSURANCE COMPANY,65480,4.8,4,2025
2023,home,18,STILLWATER INSURANCE COMPANY,STILLWATER INSURANCE COMPANY,93094,4.6,5,2025
2023,home,19,USAA CASUALTY INSURANCE COMPANY,USAA CASUALTY INSURANCE COMPANY,255048,1.6,4,2025
2023,home,20,CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),55653,16.6,10,2025
2023,home,21,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,104883,0.0,0,2025
2023,home,22,HOMESITE INSURANCE COMPANY OF CALIFORNIA,HOMESITE INSURANCE COMPANY OF CALIFORNIA,253839,2.6,6,2025
2023,home,23,ALLSTATE INSURANCE COMPANY,ALLSTATE INSURANCE COMPANY,684245,2.8,20,2025
2023,home,24,CSAA INSURANCE EXCHANGE,CSAA INSURANCE EXCHANGE,675433,8.1,51,2025
2023,home,25,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,276054,6.1,15,2025
2023,home,26,QBE INSURANCE CORPORATION,QBE INSURANCE CORPORATION,39420,15.7,7,2025
2023,home,26,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI","FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI",267782,5.6,15,2024
2023,home,27,RESPONSE INDEMNITY COMPANY OF CALIFORNIA,RESPONSE INDEMNITY COMPANY OF CALIFORNIA,38716,0.0,0,2025
2023,home,28,SAFECO INSURANCE COMPANY OF AMERICA,SAFECO INSURANCE COMPANY OF AMERICA,286202,3.3,10,2025
2023,home,28,AMGUARD INSURANCE COMPANY,AMGUARD INSURANCE COMPANY,50607,5.9,3,2024
2023,home,29,STANDARD FIRE INSURANCE COMPANY (THE),STANDARD FIRE INSURANCE COMPANY (THE),302691,5.6,18,2025
2023,home,30,UNIVERSAL NORTH AMERICA INSURANCE COMPANY,UNIVERSAL NORTH AMERICA INSURANCE COMPANY,34784,2.6,1,2025
2023,home,31,CALIFORNIA CAPITAL INSURANCE COMPANY,CALIFORNIA CAPITAL INSURANCE COMPANY,68476,2.9,2,2025
2023,home,32,"FOREMOST INS CO GRAND RAPIDS, MICHIGAN","FOREMOST INS CO GRAND RAPIDS, MICHIGAN",225784,5.6,15,2025
2023,home,33,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,113439,5.0,6,2025
2023,home,34,SAFECO INSURANCE COMPANY OF ILLINOIS,SAFECO INSURANCE COMPANY OF ILLINOIS,56481,8.5,5,2025
2023,home,35,GENERAL INSURANCE COMPANY OF AMERICA,GENERAL INSURANCE COMPANY OF AMERICA,195300,6.7,14,2025
2023,home,36,HOMESITE INSURANCE COMPANY OF THE MIDWEST,HOMESITE INSURANCE COMPANY OF THE MIDWEST,102035,14.8,10,2025
2023,home,37,ZURICH AMERICAN INSURANCE COMPANY,ZURICH AMERICAN INSURANCE COMPANY,45784,7.5,4,2025
2023,home,38,PROPERTY AND CASUALTY INS CO OF HARTFORD,PROPERTY AND CASUALTY INS CO OF HARTFORD,43155,6.5,3,2025
2023,home,39,CSE SAFEGUARD INSURANCE COMPANY,CSE SAFEGUARD INSURANCE COMPANY,40807,9.8,4,2024
2023,home,39,PACIFIC SPECIALTY INSURANCE COMPANY,PACIFIC SPECIALTY INSURANCE COMPANY,188359,6.2,13,2025
2023,home,40,AMERICAN MODERN PROPERTY AND CASUALTY INS CO,AMERICAN MODERN PROPERTY AND CASUALTY INS CO,111148,21.4,23,2025
2023,home,41,STATE FARM GENERAL INSURANCE COMPANY,STATE FARM GENERAL INSURANCE COMPANY,2139816,1.6,37,2025
2023,home,42,RESIDENCE MUTUAL INSURANCE COMPANY,RESIDENCE MUTUAL INSURANCE COMPANY,48593,6.1,3,2025
2023,home,43,LEMONADE INSURANCE COMPANY,LEMONADE INSURANCE COMPANY,385729,11.7,41,2025
2023,home,44,FIRE INSURANCE EXCHANGE,FIRE INSURANCE EXCHANGE,775464,7.8,68,2025
2023,home,45,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,42839,2.7,1,2025
2023,home,46,LIBERTY INSURANCE CORPORATION,LIBERTY INSURANCE CORPORATION,212616,3.0,7,2025
2023,home,46,AMERICAN MODERN P&C INSURANCE COMPANY,AMERICAN MODERN P&C INSURANCE COMPANY,107346,21.4,23,2024
2023,home,47,ASI SELECT INSURANCE CORP,ASI SELECT INSURANCE CORP,57604,11.9,8,2025
2023,home,47,FARMERS DIRECT P&C INSURANCE COMPANY,FARMERS DIRECT P&C INSURANCE COMPANY,37746,23.8,9,2024
2023,home,48,FARMERS INSURANCE EXCHANGE,FARMERS INSURANCE EXCHANGE,439921,24.0,105,2025
2023,home,49,SPINNAKER INSURANCE COMPANY,SPINNAKER INSURANCE COMPANY,160687,11.4,16,2025
2023,home,50,MID-CENTURY INSURANCE COMPANY,MID-CENTURY INSURANCE COMPANY,186617,31.8,66,2025
2023,home,50,KEMPER INDEPENDENCE INSURANCE COMPANY,KEMPER INDEPENDENCE INSURANCE COMPANY,38417,46.9,18,2024
2023,life,1,STATE FARM LIFE INSURANCE COMPANY,STATE FARM LIFE INSURANCE COMPANY,666391,0.0,0,2025
2023,life,2,NORTHWESTERN MUTUAL LIFE INSURANCE CO (THE),NORTHWESTERN MUTUAL LIFE INSURANCE CO (THE),368660,0.0,0,2025
2023,life,3,GERBER LIFE INSURANCE COMPANY,GERBER LIFE INSURANCE COMPANY,243436,0.4,1,2025
2023,life,4,LINCOLN HERITAGE LIFE INSURANCE COMPANY,LINCOLN HERITAGE LIFE INSURANCE COMPANY,215616,0.9,2,2025
2023,life,5,PRUCO LIFE INSURANCE COMPANY,PRUCO LIFE INSURANCE COMPANY,160143,0.6,1,2025
2023,life,6,AMERICAN FIDELITY ASSURANCE COMPANY,AMERICAN FIDELITY ASSURANCE COMPANY,116318,0.9,1,2025
2023,life,7,USAA LIFE INSURANCE COMPANY,USAA LIFE INSURANCE COMPANY,111453,0.9,1,2025
2023,life,8,TEXAS LIFE INSURANCE COMPANY,TEXAS LIFE INSURANCE COMPANY,108788,0.0,0,2025
2023,life,9,CMFG LIFE INSURANCE COMPANY,CMFG LIFE INSURANCE COMPANY,75532,1.4,1,2025
2023,life,10,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,72603,2.5,2,2025
2023,life,11,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION,72285,0.0,0,2025
2023,life,12,COLONIAL LIFE & ACCIDENT INSURANCE COMPANY,COLONIAL LIFE & ACCIDENT INSURANCE COMPANY,69342,0.0,0,2025
2023,life,13,PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY,PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY,58888,0.0,0,2025
2023,life,14,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY,56744,5.0,3,2025
2023,life,15,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INS,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INS,52558,0.0,0,2025
2023,life,16,PRINCIPAL NATIONAL LIFE INSURANCE COMPANY,PRINCIPAL NATIONAL LIFE INSURANCE COMPANY,45452,0.0,0,2025
2023,life,17,EVERLAKE LIFE INSURANCE COMPANY,EVERLAKE LIFE INSURANCE COMPANY,43875,0.0,0,2025
2023,life,18,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA (THE),GUARDIAN LIFE INSURANCE COMPANY OF AMERICA (THE),37870,2.6,1,2025
2023,life,18,WEST COAST LIFE INSURANCE COMPANY,WEST COAST LIFE INSURANCE COMPANY,42916,0.0,0,2024
2023,life,19,NEW YORK LIFE INSURANCE COMPANY,NEW YORK LIFE INSURANCE COMPANY,602147,0.3,2,2025
2023,life,20,PRIMERICA LIFE INSURANCE COMPANY,PRIMERICA LIFE INSURANCE COMPANY,446997,0.2,1,2025
2023,life,21,UNITED OF OMAHA LIFE INSURANCE COMPANY,UNITED OF OMAHA LIFE INSURANCE COMPANY,215874,0.0,0,2025
2023,life,22,AMERICAN NATIONAL INSURANCE COMPANY,AMERICAN NATIONAL INSURANCE COMPANY,165796,1.0,2,2025
2023,life,23,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,157738,1.3,2,2025
2023,life,24,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,277282,2.1,6,2025
2023,life,25,BANNER LIFE INSURANCE COMPANY,BANNER LIFE INSURANCE COMPANY,129598,0.0,0,2025
2023,life,26,FARMERS NEW WORLD LIFE INSURANCE COMPANY,FARMERS NEW WORLD LIFE INSURANCE COMPANY,387730,0.8,3,2025
2023,life,27,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,91764,3.6,3,2025
2023,life,28,PACIFIC LIFE INSURANCE COMPANY,PACIFIC LIFE INSURANCE COMPANY,90509,1.2,1,2025
2023,life,29,LINCOLN BENEFIT LIFE COMPANY,LINCOLN BENEFIT LIFE COMPANY,86144,1.1,1,2025
2023,life,30,AMERICAN INCOME LIFE INSURANCE COMPANY,AMERICAN INCOME LIFE INSURANCE COMPANY,342397,1.2,4,2025
2023,life,31,LIFE INSURANCE COMPANY OF THE SOUTHWEST,LIFE INSURANCE COMPANY OF THE SOUTHWEST,274560,0.0,0,2025
2023,life,32,MIDLAND NATIONAL LIFE INSURANCE COMPANY,MIDLAND NATIONAL LIFE INSURANCE COMPANY,62051,0.0,0,2025
2023,life,33,IA AMERICAN LIFE INSURANCE COMPANY,IA AMERICAN LIFE INSURANCE COMPANY,61421,0.0,0,2025
2023,life,34,UNITED INSURANCE COMPANY OF AMERICA,UNITED INSURANCE COMPANY OF AMERICA,116541,0.6,1,2025
2023,life,35,LINCOLN NATIONAL LIFE INSURANCE COMPANY (THE),LINCOLN NATIONAL LIFE INSURANCE COMPANY (THE),163739,1.2,2,2025
2023,life,36,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),105884,4.5,5,2025
2023,life,37,AMERICAN FAMILY LIFE ASSURANCE CO OF COLUMBUS,AMERICAN FAMILY LIFE ASSURANCE CO OF COLUMBUS,50453,0.0,0,2025
2023,life,38,NATIONWIDE LIFE AND ANNUITY INSURANCE COMPANY,NATIONWIDE LIFE AND ANNUITY INSURANCE COMPANY,99282,0.0,0,2025
2023,life,39,METROPOLITAN LIFE INSURANCE COMPANY,METROPOLITAN LIFE INSURANCE COMPANY,142266,3.1,5,2025
2023,life,40,PROTECTIVE LIFE INSURANCE COMPANY,PROTECTIVE LIFE INSURANCE COMPANY,142188,0.7,1,2025
2023,life,41,PRUDENTIAL INSURANCE COMPANY OF AMERICA (THE),PRUDENTIAL INSURANCE COMPANY OF AMERICA (THE),163925,1.6,3,2025
2023,life,42,AMERICAN GENERAL LIFE INSURANCE COMPANY,AMERICAN GENERAL LIFE INSURANCE COMPANY,439918,1.1,5,2025
2023,life,43,AAA LIFE INSURANCE COMPANY,AAA LIFE INSURANCE COMPANY,273174,1.9,5,2025
2023,life,44,AMERITAS LIFE INSURANCE CORP.,AMERITAS LIFE INSURANCE CORP.,37803,0.0,0,2025
2023,life,45,BRIGHTHOUSE LIFE INSURANCE COMPANY,BRIGHTHOUSE LIFE INSURANCE COMPANY,74851,0.0,0,2025
2023,life,46,RELIASTAR LIFE INSURANCE COMPANY,RELIASTAR LIFE INSURANCE COMPANY,73576,6.4,5,2025
2023,life,47,TRANSAMERICA LIFE INSURANCE COMPANY,TRANSAMERICA LIFE INSURANCE COMPANY,561573,2.4,14,2025
2023,life,48,JACKSON NATIONAL LIFE INSURANCE COMPANY,JACKSON NATIONAL LIFE INSURANCE COMPANY,44445,4.0,2,2025
2023,life,49,BANKERS LIFE AND CASUALTY COMPANY,BANKERS LIFE AND CASUALTY COMPANY,43868,4.5,2,2025
2023,life,50,EVERLAKE ASSURANCE COMPANY,EVERLAKE ASSURANCE COMPANY,37966,0.0,0,2025
2024,auto,1,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,55658,0.0,0,2025
2024,auto,2,ESSENTIA INSURANCE COMPANY,ESSENTIA INSURANCE COMPANY,247262,0.4,1,2025
2024,auto,3,WAWANESA GENERAL INSURANCE COMPANY,WAWANESA GENERAL INSURANCE COMPANY,525724,0.6,3,2025
2024,auto,4,VIKING INSURANCE COMPANY OF WISCONSIN,VIKING INSURANCE COMPANY OF WISCONSIN,320565,0.9,3,2025
2024,auto,5,PROGRESSIVE DIRECT INSURANCE COMPANY,PROGRESSIVE DIRECT INSURANCE COMPANY,155631,1.3,2,2025
2024,auto,6,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,3007873,1.3,39,2025
2024,auto,7,CSAA INSURANCE EXCHANGE,CSAA INSURANCE EXCHANGE,2257761,1.5,34,2025
2024,auto,8,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,124040,1.6,2,2025
2024,auto,9,MERCURY INSURANCE COMPANY,MERCURY INSURANCE COMPANY,1522352,1.7,26,2025
2024,auto,10,DRIVE INSURANCE COMPANY,DRIVE INSURANCE COMPANY,515427,1.7,9,2025
2024,auto,11,GEICO GENERAL INSURANCE COMPANY,GEICO GENERAL INSURANCE COMPANY,3165200,2.0,63,2025
2024,auto,12,CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),150313,2.0,3,2025
2024,auto,13,UNITED FINANCIAL CASUALTY COMPANY,UNITED FINANCIAL CASUALTY COMPANY,1044208,2.5,26,2025
2024,auto,14,MID-CENTURY INSURANCE COMPANY,MID-CENTURY INSURANCE COMPANY,240748,2.5,6,2025
2024,auto,15,USAA GENERAL INDEMNITY COMPANY,USAA GENERAL INDEMNITY COMPANY,326218,2.8,9,2025
2024,auto,16,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,648309,2.8,18,2025
2024,auto,17,TRAVELERS COMMERCIAL INSURANCE COMPANY,TRAVELERS COMMERCIAL INSURANCE COMPANY,283157,2.8,8,2025
2024,auto,18,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,70658,2.8,2,2025
2024,auto,19,NATIONWIDE INSURANCE COMPANY OF AMERICA,NATIONWIDE INSURANCE COMPANY OF AMERICA,269902,3.0,8,2025
2024,auto,20,ALLSTATE NORTHBROOK INDEMNITY COMPANY,ALLSTATE NORTHBROOK INDEMNITY COMPANY,1640382,3.0,50,2025
2024,auto,21,SAFECO INSURANCE COMPANY OF AMERICA,SAFECO INSURANCE COMPANY OF AMERICA,360499,3.1,11,2025
2024,auto,22,USAA CASUALTY INSURANCE COMPANY,USAA CASUALTY INSURANCE COMPANY,516979,3.1,16,2025
2024,auto,23,PROGRESSIVE SELECT INSURANCE COMPANY,PROGRESSIVE SELECT INSURANCE COMPANY,380459,3.2,12,2025
2024,auto,24,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,4084379,3.4,140,2025
2024,auto,25,ALLSTATE INSURANCE COMPANY,ALLSTATE INSURANCE COMPANY,55897,3.6,2,2025
2024,auto,26,"FOREMOST INS CO GRAND RAPIDS, MICHIGAN","FOREMOST INS CO GRAND RAPIDS, MICHIGAN",81543,3.7,3,2025
2024,auto,27,CALIFORNIA CAPITAL INSURANCE COMPANY,CALIFORNIA CAPITAL INSURANCE COMPANY,50716,3.9,2,2025
2024,auto,28,INFINITY INSURANCE COMPANY,INFINITY INSURANCE COMPANY,1471202,4.1,60,2025
2024,auto,29,FARMERS INSURANCE EXCHANGE,FARMERS INSURANCE EXCHANGE,1141390,4.2,48,2025
2024,auto,30,GARRISON PROPERTY AND CASUALTY INSURANCE CO,GARRISON PROPERTY AND CASUALTY INSURANCE CO,283519,4.2,12,2025
2024,auto,31,GEICO INDEMNITY COMPANY,GEICO INDEMNITY COMPANY,197585,4.6,9,2025
2024,auto,32,UNITED SERVICES AUTOMOBILE ASSOCIATION,UNITED SERVICES AUTOMOBILE ASSOCIATION,385144,4.7,18,2025
2024,auto,33,COAST NATIONAL INSURANCE COMPANY,COAST NATIONAL INSURANCE COMPANY,230777,4.8,11,2025
2024,auto,34,NATIONAL GENERAL INSURANCE COMPANY,NATIONAL GENERAL INSURANCE COMPANY,40506,4.9,2,2025
2024,auto,35,LIBERTY MUTUAL FIRE INSURANCE COMPANY,LIBERTY MUTUAL FIRE INSURANCE COMPANY,278032,5.0,14,2025
2024,auto,36,ASPIRE GENERAL INSURANCE COMPANY,ASPIRE GENERAL INSURANCE COMPANY,514280,5.6,29,2025
2024,auto,37,INTEGON NATIONAL INSURANCE COMPANY,INTEGON NATIONAL INSURANCE COMPANY,411505,9.2,38,2025
2024,auto,38,ANCHOR GENERAL INSURANCE COMPANY,ANCHOR GENERAL INSURANCE COMPANY,112709,9.8,11,2025
2024,auto,39,HARTFORD UNDERWRITERS INSURANCE COMPANY,HARTFORD UNDERWRITERS INSURANCE COMPANY,118982,10.1,12,2025
2024,auto,40,PERMANENT GENERAL ASSURANCE CORPORATION,PERMANENT GENERAL ASSURANCE CORPORATION,68814,10.2,7,2025
2024,auto,41,ESURANCE PROPERTY AND CASUALTY INSURANCE CO,ESURANCE PROPERTY AND CASUALTY INSURANCE CO,130732,10.7,14,2025
2024,auto,42,ENCOMPASS INSURANCE COMPANY,ENCOMPASS INSURANCE COMPANY,86111,11.6,10,2025
2024,auto,43,21ST CENTURY INSURANCE COMPANY,21ST CENTURY INSURANCE COMPANY,78959,12.7,10,2025
2024,auto,44,LOYA CASUALTY INSURANCE COMPANY,LOYA CASUALTY INSURANCE COMPANY,242289,15.7,38,2025
2024,auto,45,INCLINE NATIONAL INSURANCE COMPANY,INCLINE NATIONAL INSURANCE COMPANY,91333,19.7,18,2025
2024,auto,46,SEAVIEW INSURANCE COMPANY,SEAVIEW INSURANCE COMPANY,76516,22.2,17,2025
2024,auto,47,INTEGON PREFERRED INSURANCE COMPANY,INTEGON PREFERRED INSURANCE COMPANY,137313,53.9,74,2025
2024,auto,48,METROMILE INSURANCE COMPANY,METROMILE INSURANCE COMPANY,41580,64.9,27,2025
2024,auto,49,21ST CENTURY CASUALTY COMPANY,21ST CENTURY CASUALTY COMPANY,190646,91.3,174,2025
2024,auto,50,"STATE NATIONAL INSURANCE COMPANY, INC.","STATE NATIONAL INSURANCE COMPANY, INC.",280127,99.6,279,2025
2024,home,1,AMERICAN SECURITY INSURANCE COMPANY,AMERICAN SECURITY INSURANCE COMPANY,121973,0.0,0,2025
2024,home,2,"DB INSURANCE CO., LTD. (U.S. BRANCH)","DB INSURANCE CO., LTD. (U.S. BRANCH)",62324,0.0,0,2025
2024,home,3,MARKEL AMERICAN INSURANCE COMPANY,MARKEL AMERICAN INSURANCE COMPANY,60035,0.0,0,2025
2024,home,4,WAWANESA GENERAL INSURANCE COMPANY,WAWANESA GENERAL INSURANCE COMPANY,45254,0.0,0,2025
2024,home,5,USAA GENERAL INDEMNITY COMPANY,USAA GENERAL INDEMNITY COMPANY,159197,0.6,1,2025
2024,home,6,CSAA FIRE & CASUALTY INSURANCE COMPANY,CSAA FIRE & CASUALTY INSURANCE COMPANY,88215,1.1,1,2025
2024,home,7,UNITED SERVICES AUTOMOBILE ASSOCIATION,UNITED SERVICES AUTOMOBILE ASSOCIATION,231339,1.3,3,2025
2024,home,8,GARRISON PROPERTY AND CASUALTY INSURANCE CO,GARRISON PROPERTY AND CASUALTY INSURANCE CO,137272,1.5,2,2025
2024,home,9,AMERICAN MODERN HOME INSURANCE COMPANY,AMERICAN MODERN HOME INSURANCE COMPANY,53788,1.9,1,2025
2024,home,10,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,962777,1.9,18,2025
2024,home,11,SUTTON NATIONAL INSURANCE COMPANY,SUTTON NATIONAL INSURANCE COMPANY,201438,2.0,4,2025
2024,home,12,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,84638,2.4,2,2025
2024,home,13,PRAETORIAN INSURANCE COMPANY,PRAETORIAN INSURANCE COMPANY,40753,2.5,1,2025
2024,home,14,NATIONWIDE MUTUAL INSURANCE COMPANY,NATIONWIDE MUTUAL INSURANCE COMPANY,233460,2.6,6,2025
2024,home,15,CENTURY-NATIONAL INSURANCE COMPANY,CENTURY-NATIONAL INSURANCE COMPANY,38411,2.6,1,2025
2024,home,16,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,689862,2.8,19,2025
2024,home,17,INTEGON NATIONAL INSURANCE COMPANY,INTEGON NATIONAL INSURANCE COMPANY,65480,3.1,2,2025
2024,home,18,STILLWATER INSURANCE COMPANY,STILLWATER INSURANCE COMPANY,93094,3.2,3,2025
2024,home,19,USAA CASUALTY INSURANCE COMPANY,USAA CASUALTY INSURANCE COMPANY,255048,3.5,9,2025
2024,home,20,CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),55653,3.6,2,2025
2024,home,21,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,104883,3.8,4,2025
2024,home,22,HOMESITE INSURANCE COMPANY OF CALIFORNIA,HOMESITE INSURANCE COMPANY OF CALIFORNIA,253839,3.9,10,2025
2024,home,23,ALLSTATE INSURANCE COMPANY,ALLSTATE INSURANCE COMPANY,684245,4.5,31,2025
2024,home,24,CSAA INSURANCE EXCHANGE,CSAA INSURANCE EXCHANGE,675433,4.6,31,2025
2024,home,25,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,276054,5.1,14,2025
2024,home,26,QBE INSURANCE CORPORATION,QBE INSURANCE CORPORATION,39420,5.1,2,2025
2024,home,27,RESPONSE INDEMNITY COMPANY OF CALIFORNIA,RESPONSE INDEMNITY COMPANY OF CALIFORNIA,38716,5.2,2,2025
2024,home,28,SAFECO INSURANCE COMPANY OF AMERICA,SAFECO INSURANCE COMPANY OF AMERICA,286202,5.2,15,2025
