year,line,naic_code,company_name,complaints,premium,market_share,complaint_share,ratio,ratio_type,reason_underwriting,reason_marketing_sales,reason_claims_handling,reason_policyholder_service,source_file
2018,group_health,68985,Starmount Life Ins Co,0,4643336.0,0.00027,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,40045,Starnet Ins Co,0,403893.0,0.00002,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,38318,Starr Ind & Liab Co,0,1038198.0,0.00006,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,25178,State Farm Mut Auto Ins Co,0,17706579.0,0.00101,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,80926,Sun Life & Hlth Ins Co,1,793396.0,0.00005,0.00132,26.46,share_of_share,,,,,2018.pdf
2018,group_health,68608,Symetra Life Ins Co,2,41021439.0,0.00234,0.00265,1.13,share_of_share,,,,,2018.pdf
2018,group_health,84549,Symphonix Hlth Ins Inc,0,22718840.0,0.0013,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,88072,Talcott Resolution Life Ins Co,0,1373106.0,0.00008,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,69345,Teachers Ins & Ann Assoc Of Amer,0,2443.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,76236,The Cincinnati Life Ins Co,0,3310.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,54739,The Dental Concern Inc,0,60488.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,69477,Time Ins Co II,1,421.0,0.0,0.00132,,share_of_share,,,,,2018.pdf
2018,group_health,70688,Transamerica Financial Life Ins Co,0,164520.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,86231,Transamerica Life Ins Co,4,16350420.0,0.0009299999999999999,0.00529,5.69,share_of_share,,,,,2018.pdf
2018,group_health,66281,Transamerica Premier Life Ins Co,0,14340735.0,0.00082,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,61425,Trustmark Ins Co,1,2740478.0,0.00016,0.00132,8.27,share_of_share,,,,,2018.pdf
2018,group_health,62863,Trustmark Life Ins Co,0,4387027.0,0.00025,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,60117,Tufts Ins Co Inc,0,0.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,80802,US Br Sun Life Assur Co of Canada,0,76216117.0,0.00435,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,80659,US Business of Canada Life Assur Co,0,31.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,97772,US Hlth & Life Ins Co Inc,0,0.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,69663,USAA Life Ins Co,0,9931.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,94358,USAble Life,0,5739.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,80314,Unicare Life & Hlth Ins Co,0,2223679.0,0.00013,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,11121,Unified Life Ins Co,0,714427.0,0.00004,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,91529,Unimerica Ins Co,0,22015262.0,0.00126,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,62596,Union Fidelity Life Ins Co,1,732401.0,0.00004,0.00132,33.07,share_of_share,,,,,2018.pdf
2018,group_health,52553,Union Hlth Serv Inc,0,66863471.0,0.00382,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,69744,Union Labor Life Ins Co,0,18756397.0,0.00107,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,70408,Union Security Ins Co,6,18070979.0,0.0010299999999999999,0.007940000000000001,7.71,share_of_share,,,,,2018.pdf
2018,group_health,92916,United Amer Ins Co,0,7934644.0,0.00045,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,85766,United Concordia Ins Co,3,3229674.0,0.00017999999999999998,0.0039700000000000004,22.05,share_of_share,,,,,2018.pdf
2018,group_health,62294,United Concordia Life & Hlth Ins Co,0,0.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,63983,United Heritage Life Ins Co,0,238.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,60318,United Hlthcare Ins Co Of IL,128,1251594833.0,0.07150000000000001,0.16931000000000002,2.37,share_of_share,,,,,2018.pdf
2018,group_health,92703,United Natl Life Ins Co Of Amer,1,69576.0,0.0,0.00132,,share_of_share,,,,,2018.pdf
2018,group_health,69868,United Of Omaha Life Ins Co,1,19940782.0,0.00114,0.00132,1.16,share_of_share,,,,,2018.pdf
2018,group_health,21113,United States Fire Ins Co,0,15950382.0,0.00091,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,70106,United States Life Ins Co in the Cit,0,0.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,79413,UnitedHealthcare Ins Co,22,812784877.0,0.04643,0.0291,0.63,share_of_share,,,,,2018.pdf
2018,group_health,12231,UnitedHealthcare Ins Co of the River,10,135164078.0,0.00772,0.013229999999999999,1.71,share_of_share,,,,,2018.pdf
2018,group_health,97179,UnitedHealthcare Life Ins Co,0,2210.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,95378,UnitedHealthcare Plan of the River V,0,15775421.0,0.0009,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,95776,UnitedHealthcare of IL Inc,1,179602211.0,0.01026,0.00132,0.13,share_of_share,,,,,2018.pdf
2018,group_health,96385,UnitedHealthcare of Midwest Inc,0,0.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,67601,Unum Ins Co,0,262336.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,62235,Unum Life Ins Co Of Amer,9,140211139.0,0.00801,0.011899999999999999,1.49,share_of_share,,,,,2018.pdf
2018,group_health,70319,Washington Natl Ins Co,2,58172629.0,0.00332,0.00265,0.8,share_of_share,,,,,2018.pdf
2018,group_health,10155,WellCare Prescription Ins Inc,0,23576787.0,0.00135,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,32280,Wellfleet Ins Co,0,201492.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,39845,Westport Ins Corp,0,20682657.0,0.0011799999999999998,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,60704,Wilton Reassur Life Co of NY,0,760.0,0.0,0.0,,share_of_share,,,,,2018.pdf
